"occ_id","lemma_class","stanza","pada","token_index","surface","zurich_lemma","grassmann_lemma","grassmann_gloss","morphology","arnold_stratum_code","arnold_stratum","why_this_lemma","sense","griffith_1890_stanza","geldner_1951_stanza","source_id","retrieval_date"
"DK-OCC-110","INCISING","10.071.08","a","2","taṣṭéṣu","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","case=LOC|gender=M|number=PL|non-finite=PTCP-ta","P","Popular","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","When friendly Brahmans sacrifice together with mental impulse which the heart hath fashioned, They leave one far behind through their attainments, and some who count as Brahmans wander elsewhere.","Wann die Brahmanen als Genossen zusammen opfern, während die Einfälle des Geistes im Herzen geformt werden, da lassen sie den einen mit Bedacht abfallen; die anderen treten ab, indem ihre feierlichen Reden Beifall finden.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-111","INCISING","10.080.07","a","4","tatakṣuḥ","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=3|mood=IND|tense=PRF|voice=ACT","C","Cretic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","The R̥ibhus fabricated prayer for Agni, and we with mighty hymns have called on Agni. Agni, Most Youthful God, protect the singer: win us by worship, Agni, great possessions.","Für Agni haben die R̥bhu's eine erbauliche Rede gezimmert, zu Agni haben wir ein großes Loblied gesprochen. Agni, hilf dem Sänger weiter, o Jüngster; Agni, erbitte großen Reichtum!","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-112","INCISING","10.081.04","b","3","niṣṭatakṣúḥ","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=3|mood=IND|tense=PRF|voice=ACT|local particle=LP","P","Popular","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","What was the tree, what wood in sooth produced it, from which they fashioned out the earth and heaven? Ye thoughtful men inquire within your spirit whereon he stood when he established all things.","Welches war denn das Holz, welches der Baum, aus dem sie Himmel und Erde zimmerten? Ihr Nachdenkende, forschet in eurem Geiste darnach, worauf er stand, als er die Welten befestigte?","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-113","INCISING","10.086.05","a","2","taṣṭā́ni","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","case=ACC|gender=N|number=PL|non-finite=PTCP-ta","P","Popular","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Kapi hath marred the beauteous things, all deftly wrought, that were my joy. In pieces will I rend his head; the sinner's portion sball be woo. Supreme is Indra over all.","Meine lieben gedrechselten, bemalten (Sachen) hat der Affe besudelt. Seinen Kopf will ich gleich zerschlagen und dem Übeltäter nicht schön kommen. – Höher als alles steht Indra!","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-114","INCISING","10.092.07","c","6","tatakṣiré","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=3|mood=IND|tense=PRF|voice=MED","N","Normal","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","With Indra have they found enjoyment, they who toil, in the light's beauty, in the very Strong One's strength; The singers who in men's assemblies forged for him, according to his due, his friend the thunderbolt.","Von Indra haben die Diensteifrigen Nutzen erlangt, wenn es sich um den Anblick der Sonne und um die Krafttat des Bullen handelt: die Dichter, die nach seinem Verdienst seine verbündete Keule in den Männersitzungen gezimmert haben.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-115","INCISING","10.099.01","d","1","tákṣat","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=SG|person=3|mood=INJ|tense=AOR|voice=ACT","A","Archaic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","WHAT Splendid One, Loud-voiced, Farstriding, dost thou, well knowing, urge us to exalt with praises? What give we him? When his might dawned, he fashioned the Vr̥itra-slaying bolt, and sent us waters.","Welches wunderbare (Preislied) verlangst du von uns als Kenner, um (dich) den breitspurigen Brüller zu erbauen? Welche Gabe wird im Erwachen seiner Kraft die Keule zimmern, (wenn) sie den Vr̥traüberwinder aufgeschwellt hat?","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-116","INCISING","10.101.10","b","2","takṣata","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=PL|person=2|mood=IMP|tense=AOR|voice=ACT","P","Popular","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Pour golden juice within the wooden vessel: with stone-made axes fashion ye and form it. Embrace and compass it with tenfold girdle, and to both chariot-poles attach the car-horse.","Gieß doch den goldgelben (Soma) in den Schoß des Holzes ein; schnitzet mit steinernen Messern! Umschlinget (ihn) mit zehn Gurten, schirret das Zugtier an die Deppeldeichsel!","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-117","INCISING","10.105.06","b","1","tatákṣa","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=SG|person=3|mood=IND|tense=PRF|voice=ACT","A","Archaic","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","The Mighty sang with Lofty Ones: the Hero fashioned with his strength, Like skilful Mâtariṣvan with his power and might,","Von reckenhafter Kraft stimmte er mit den Recken den Gesang an. Der Held hat (die Keule) mit Kraft gezimmert, mit Umsicht wie R̥bhu, der Mātariśvan.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-118","INCISING","10.180.02","d","3","tāḷhi","√takṣ-","√ takṣ-","zimmern, behauen, hämmern, härten; schaffen, verfertigen (vom Wagen, von Geschöpfen, Liedern, Gebeten), bewirken, machen, zubereiten","number=SG|person=2|mood=IMP|tense=PRS|voice=ACT","P","Popular","'zimmern, behauen, hämmern' - the ordinary verb of fashioning","NOT ASSIGNED","Like a dread wild beast roaming on the mountain thou hast approached us from the farthest distance. Whetting thy bold and thy sharp blade, O Indra, crush thou the foe and scatter those who hate us.","Im Gebirge hausend wie das furchtbare umherschweifende wilde Tier, bist du aus fernster Ferne gekommen. Deinen Spieß schärfend, dein spitze Klinge, o Indra, enthaupte die Feinde, treibe die Verächter auseinander!","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-119","MARKING","01.162.13","d","1","aṅkā́ḥ","aṅká-","aṅká-","Haken, Klammer","case=NOM|gender=M|number=PL","P","Popular","'Haken, Klammer' - later 'mark, brand'","NOT ASSIGNED","The trial-fork of the flesh-cooking caldron, the vessels out of which the broth is sprinkled, The warming-pots, the covers of the dishes, hooks, carving-boards,– all these attend the Charger.","Das Prüfstäbchen des Fleischkochtopfes, die Schalen zum Eingießen der Brühe, die dampfenden Deckel der Kessel, Haken, Fleischteller warten auf das Roß.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-120","MARKING","10.062.07","c","4","aṣṭakarṇyàḥ","aṣṭakarṇá-","aṣṭakarṇá-","mit gekennzeichneten Ohren (von Rind und Ross)","case=ACC|gender=F|number=PL","C","Cretic","'mit gekennzeichneten Ohren (von Rind und Ross)'","NOT ASSIGNED","With Indra for associate the priests have cleared the stable full of steeds and kine, Giving to me a thousand with their eightmarked cars, they gained renown among the Gods.","""Mit Indra als Verbündetem entleerten die Sänger den Rinder- und Roßpferch. Sie, die mir tausend (Kühe) mit gezeichneten Ohren schenken, haben sich Ruhm vor den Göttern erworben.""","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-121","MARKING","10.071.02","d","3","lakṣmī́ḥ","lakṣmī́-","lakṣmī́-","'gutes, glückliches Zeichen' (AV+: 'Glück, Glückszeichen'; jünger: 'Glücksgöttin, Lakṣmī'","case=NOM|gender=F|number=SG","P","Popular","'gutes, glückliches Zeichen'","NOT ASSIGNED","Where, like men cleansing corn-flour in a cribble, the wise in spirit have created language, Friends see and recognize the marks of friendship: their speech retains the blessed sign imprinted.","Wo die Weisen mit Nachdenken die Rede gebildet haben, sie wie Schrotmehl durch ein Sieb reinigend, da erkennen die Genossen ihre Genossenschaft. Deren gutes Zeichen ist ihrer Rede aufgeprägt.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-122","MARKING","02.012.04","c","5","lakṣám","lakṣá-","lakṣá-","'Einsatz' (beim Würfelspiel)","case=ACC|gender=M|number=SG","C","Cretic","'Einsatz (beim Würfelspiel)' - the stake in a dice game","NOT ASSIGNED","By whom this universe was made to tremble, who chased away the humbled brood of demons, Who, like a gambler gathering his winnings seized the foe's riches, He, O men, is Indra.","Durch den alle diese Umwälzungen geschehen sind, der die dasische Rasse unterworfen und verdunkelt hat, der die Reichtümer des großen Herrn wegnahm wie ein siegreicher Glücksspieler den hohen Einsatz — der, ihr Leute, ist Indra.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-123","MARKING","10.010.02","b","1","sálakṣmā","sálakṣman-","sálakṣman-","gleiches Merkmal habend","case=NOM|gender=F|number=SG","P","Popular","'gleiches Merkmal habend', having the same mark","NOT ASSIGNED","Thy friend loves not the friendship which considers her who is near in kindred as stranger. Sons of the mighty Asura, the Heroes, supporters of the heavens, see far around them.","(Yama:) ""Solche Freundschaft will dein Freund nicht, daß Blutsverwandtes (wie) Fremdartiges werde. Die Söhne des großen Asura, seine Mannen, des Himmels Erhalter schauen weit und breit umher.""","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-124","MARKING","10.012.06","b","1","sálakṣmā","sálakṣman-","sálakṣman-","gleiches Merkmal habend","case=NOM|gender=F|number=SG","s","Strophic, metrical variations only","'gleiches Merkmal habend', having the same mark","NOT ASSIGNED","'Tis hard to understand the Immortal's nature, where she who is akin becomes astranger. Guard ceaselessly, great Agni, him who ponders Yama's name, easy to be comprehended.","Von üblem Angedenken ist darin dss Unsterblichen (Yama) Name, daß Blutsverwandtes fremdartig sein soll. Wer aber an des Yama Namen von gutem Angedenken denkt, den schütze ohne Unterlaß, du erhabener Agni!","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-125","MARKING","08.046.22","d","2","tryàruṣīṇām","tryàruṣa-","tryàruṣa-","an drei Stellen rötlich gezeichnet","case=GEN|gender=F|number=PL","A","Archaic","'an drei Stellen rötlich gezeichnet'","NOT ASSIGNED","Steeds sixty thousand and ten thousand kine, and twenty hundred camels I obtained; Ten hundred brown in hue, and other ten red in three spots: in all, ten thousand kine.","Sechzigtausend von seiner Roßherde, Myriaden (Kühe) erhielt ich, zwanzighundert Kamele, zehnhundert dunkelbraune Stuten, zehn(hundert) mit drei rötlichen Flecken, zehntausend Kühe. ","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-126","MARKING","01.033.06","c","4","níraṣṭāḥ","√akṣ-","√ akṣ- 1","kennzeichnen, Ohrenmarken einstechen","case=NOM|gender=M|number=PL|non-finite=PTCP-ta|local particle=LP","n","Normal, metrical variations only","Grassmann's √akṣ- 1 'kennzeichnen, Ohrenmarken einstechen'; the Zurich lemma string merges it with √akṣ- 2 'erreichen (?)', so the surface form decides which is which","NOT ASSIGNED","They met in fight the army of the blameless. then the Navagvas put forth all their power. They, like emasculates with men contending, fled, conscious, by steep paths from Indra, scattered.","Sie wollten die Wehr des Untadeligen bekämpfen; die Navagvastämme übten Vergeltung. Wie verschnittene (Stiere), die mit einem Bullen kämpfen, flohen sie gezeichnet in eiligem Laufe vor Indra, zur Einsicht kommend.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-127","MARKING","01.163.10","d","2","ā́kṣiṣuḥ","√akṣ-","√ akṣ- 2","erreichen (?)","number=PL|person=3|mood=IND|tense=AOR|voice=ACT","P","Popular","Grassmann's √akṣ- 1 'kennzeichnen, Ohrenmarken einstechen'; the Zurich lemma string merges it with √akṣ- 2 'erreichen (?)', so the surface form decides which is which","NOT ASSIGNED","Symmetrical in flank, with rounded haunches, mettled like heroes, the Celestial Coursers Put forth their strength, like swans in lengthened order, when they, the Steeds, have reached the heavenly causeway.","Die ........ himmlischen Rennpferde, von denen das Ende (des Zuges) noch stillsteht, während die mittleren laufen, sie ziehen in einer Reihe wie die Gänse, wenn die Rosse in die himmlische Rennbahn gelangt sind.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-128","MARKING","10.011.07","a","6","ákṣat","√akṣ-","√ akṣ- 2","erreichen (?)","number=SG|person=3|mood=INJ|tense=PRS|voice=ACT","p","Popular, metrical variations only","Grassmann's √akṣ- 1 'kennzeichnen, Ohrenmarken einstechen'; the Zurich lemma string merges it with √akṣ- 2 'erreichen (?)', so the surface form decides which is which","NOT ASSIGNED","Far-famed is he, the mortal man, O Agni, thou Son of Strength, who hath obtained thy favour. He, gathering power, borne onward by his horses, makes his days lovely in his might and splendour.","Der Sterbliche‚ der deine Gunst erlangen wird, Agni, Sohn der Kraft, der wird über die Maßen bekannt. Er bekommt gute Speise, fährt mit Rossen; glanzvoll, mächtig sieht er den (kommenden) Tagen entgegen.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-129","SIGN","01.003.12","b","3","ketúnā","ketú-","ketú-","Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt","case=INS|gender=M|number=SG","S","Strophic","'Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt'","NOT ASSIGNED","Sarasvatî, the mighty flood,– she with be light illuminates, She brightens every pious thought.","Mit ihrem Banner offenbart Sarasvatī ihre große Wasserflut; sie beherrscht alle (frommen) Gedanken. ","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-130","SIGN","01.006.03","a","1","ketúm","ketú-","ketú-","Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt","case=ACC|gender=M|number=SG","s","Strophic, metrical variations only","'Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt'","NOT ASSIGNED","Thou, making light where no light was, and form, O men: where form was not, Wast born together with the Dawns.","Dem Richtlosen die Richte gebend, dem Farblosen Farbe, ihr Männer, wurdest du mit den Morgenröten zusammen geboren.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-131","SIGN","01.024.07","d","4","ketávaḥ","ketú-","ketú-","Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt","case=NOM|gender=M|number=PL","P","Popular","'Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt'","NOT ASSIGNED","Varuṇa, King, of hallowed might, sustaineth erect the Tree's stem in the baseless region. Its rays, whose root is high above, stream downward. Deep may they sink within us, and be hidden.","Im bodenlosen Raume hält König Varuṇa von lauter Willenskraft die Krone des Baums oben fest. Nach unten senken sie sich, oben ist ihre Wurzel. In uns mögen die Strahlen befestigt sein.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-132","SIGN","01.027.12","b","2","ketúḥ","ketú-","ketú-","Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt","case=NOM|gender=M|number=SG","S","Strophic","'Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt'","NOT ASSIGNED","Like some rich Lord of men may he, Agni the banner of the Gods, Refulgent, hear us through our lauds.","Er soll wie ein reicher Clanherr auf uns hören, das göttliche Banner, Agni, der bei unseren Lobliedern hell erglänzt.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-133","SIGN","01.036.14","a","6","ketúnā","ketú-","ketú-","Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt","case=INS|gender=M|number=SG","a","Archaic, metrical variations only","'Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt'","NOT ASSIGNED","Erect, preserve us from sore trouble; with thy flame burn thou each ravening demon dead. Raise thou us up that we may walk and live. so thou shalt find our worship mid the Gods.","Aufrecht schütze uns vor Not mit (deinem) Banner, verbrenne jeden Atrin. Richte uns auf zum Wandel, zum Leben! Finde Vorliebe für uns unter den Göttern!","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-134","SIGN","01.050.01","b","3","ketávaḥ","ketú-","ketú-","Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt","case=NOM|gender=M|number=PL","C","Cretic","'Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt'","NOT ASSIGNED","HIS bright rays bear him up aloft, the God who knoweth all that lives, Sûrya, that all may look on him.","Dort fahren den Gott Jātavedas seine Strahlen herauf, auf daß die ganze Welt den Sonnengott schaue. ","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-135","SIGN","01.050.03","a","3","ketávaḥ","ketú-","ketú-","Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt","case=NOM|gender=M|number=PL","C","Cretic","'Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt'","NOT ASSIGNED","His herald rays are seen afar refulgent o'er the world of men, Like flames of fire that burn and blaze.","Seine Vorzeichen, die Strahlen sind unter den Menschen weit sichtbar geworden, wie Feuer erglänzend.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-136","SIGN","01.060.01","a","4","ketúm","ketú-","ketú-","Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt","case=ACC|gender=M|number=SG","A","Archaic","'Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt'","NOT ASSIGNED","As 'twere Some goodly treasure Mâtariṣvan brought, as a gift, the glorious Priest to Bhr̥igu, Banner of sacrifice, the good Protector, child of two births, the swiftly moving envoy.","Den geehrten Wagenfahrer, das Banner des Opfers, den Boten, der gut zuredet und alsbald sein Ziel erreicht, den Zweigeborenen, wie Reichtum Gepriesenen brachte Mātariśvan dem Bhr̥gu als Gabe.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-137","SIGN","01.071.02","d","4","ketúm","ketú-","ketú-","Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt","case=ACC|gender=M|number=SG","N","Normal","'Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt'","NOT ASSIGNED","Our sires with lauds burst e'en the firmset fortress, yea, the Angirases, with roar, the mountain. They made for us a way to reach high heaven, they found us day, light, day's sign, beams of morning.","Unsere Väter, die Aṅgiras' haben durch ihre Lieder selbst die starken Bollwerke, den Fels mit lautem Ruf erbrochen. Sie haben für uns den Gang des hohen Himmels hergestellt: sie haben den Tag, die Sonne, das Wahrzeichen der Morgenröte gefunden.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-138","SIGN","01.092.01","a","5","ketúm","ketú-","ketú-","Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt","case=ACC|gender=M|number=SG","n","Normal, metrical variations only","'Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt'","NOT ASSIGNED","THESE Dawns have raised their banner; in the eastern half of the mid-air they spread abroad their shinine light. Like heroes who prepare their weapons for the war, onward they come bright red in hue, the Mother Cows.","Dort haben die Morgenröten ihr Banner aufgesteckt, auf der östlichen Seite des Raums legen sie sich Licht als Salbe auf, sich ablösend wie Tapfere ihre Waffen (wechseln). Es kehren die roten Kühe wieder, die Mütter.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-139","SIGN","01.096.06","b","2","ketúḥ","ketú-","ketú-","Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt","case=NOM|gender=M|number=SG","C","Cretic","'Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt'","NOT ASSIGNED","Root of wealth, gathering-place of treasures, banner of sacrifice, who grants the suppliant's wishes: Preserving him as their own life immortal, the Gods possessed the wealth-bestowing Agni.","Die Grundlage des Reichtums, der Sammler der Schätze, des Opfers Banner, der Erfüller der Gebete, der Vogel ‒ Ihre Unsterblichkeit wahrend erhalten die Götter Agni, den Schätzespender.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-140","SIGN","01.103.01","d","6","ketúḥ","ketú-","ketú-","Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt","case=NOM|gender=M|number=SG","C","Cretic","'Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt'","NOT ASSIGNED","THAT highest Indra-power of thine is distant: that which is here sages possessed aforetime. This one is on the earth, in heaven the other, and both unite as flag with flag in battle.","Jenes dein höchstes indrisches (Wesen) ist weit weg, dieses hielten die Seher vor Zeiten fest. Auf Erden ist dies eine, im Himmel das andere von ihm: Es wird wie ein Feldzeichen zu einem Ganzen zusammengefügt.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-141","SIGN","01.113.15","b","2","ketúm","ketú-","ketú-","Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt","case=ACC|gender=M|number=SG","C","Cretic","'Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt'","NOT ASSIGNED","Bringing all life-sustaining blessings with her, showing herself she sends forth brilliant lustre. Last of the countless mornings that have vanished, first of bright morns to come hath Dawn arisen.","Gedeihliche erwünschte Gaben bringt sie mit; sie steckt das bunte Banner auf, die Augen auf sich ziehend. Als die letzte aller vergangenen, als die erste der Erstrahlenden ist Uṣas hell geworden.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-142","SIGN","01.113.19","b","2","ketúḥ","ketú-","ketú-","Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt","case=NOM|gender=M|number=SG","C","Cretic","'Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt'","NOT ASSIGNED","Mother of Gods, Aditi's forui of glory, ensign of sacrifice, shine forth exalted. Rise up, bestowing praise on our devotion all-bounteous, niake us chief among the people.","Du, die Mutter der Götter, das Abbild der Aditi, das Wahrzeichen des Opfers, die Hohe, erglänze! Unserem Segenswort Ehre machend geh auf, bring uns unter die Leute, Allbegehrte!","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-143","SIGN","01.124.05","b","5","ketúm","ketú-","ketú-","Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt","case=ACC|gender=M|number=SG","C","Cretic","'Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt'","NOT ASSIGNED","There in the east half of the watery region the Mother of the Cows hath shown her ensign. Wider and wider still she spreadeth onward, and filleth full the laps of both heir Parents.","An der östlichen Seite des .... Raumes hat die Mutter der Kühe ihr Banner aufgesteckt. Sie breitet sich immer weiter in die Breite aus, bis sie den Schoß beider Eltern ausfüllt.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-144","SIGN","01.124.11","c","6","ketúḥ","ketú-","ketú-","Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt","case=NOM|gender=M|number=SG","C","Cretic","'Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt'","NOT ASSIGNED","This young Maid from the east hath shone upon us; she harnesseth her team of bright red oxen. She will beam forth, the light will hasten hither, and Agni will be present in each dwelling.","Im Osten schimmerte die junge Frau hernieder, sie schirrt die Reihe ihrer roten Rinder an. Jetzt möge sie aufleuchten; ihr Banner soll vorausgehen: In jedem Hause stelle sich das Feuer ein.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-145","SIGN","01.127.06","e","2","ketúḥ","ketú-","ketú-","Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt","case=NOM|gender=M|number=SG","A","Archaic","'Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt'","NOT ASSIGNED","He, roaring very loudly like the Maruts' host, in fertile cultivated fields adorable, in desert spots adorable, Accepts and eats our offered gifts, ensign of sacrifice by desert; So let all, joying, love his path when he is glad, as men pursue a path for bliss.","Denn er ist lautrauschend gleich der marutischen Heerschar in den ertragreichen Feldern sich ausbreitend, in den .......... sich ausbreitend. Der Nehmer hat die Opferspenden an sich genommen, wie sich's gebührt, er des Opfers Wahrzeichen. Dann, wenn er freudig, ungeduldig ist, haben alle an seinem Wege ihr Wohlgefallen wie die Herren an dem Wege zur Prunkfahrt.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-146","SIGN","01.166.01","b","4","ketáve","ketú-","ketú-","Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt","case=DAT|gender=M|number=SG","s","Strophic, metrical variations only","'Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt'","NOT ASSIGNED","Now let us publish, for the vigorous company the herald of the Strong One, their primeval might. With fire upon your way, O Maruts loud of voice, with battle, Mighty Ones, achieve your deeds of strength.","Wir wollen nun dem wilden Geschlecht, dem Fähnlein des Bullen (Indra) von seiner früheren Größe erzählen. Wie mit Feuer übt ihr lautbrausende Marut auf der Fahrt, wie mit Kampf, ihr Mächtigen, eure Kraft aus!","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-147","SIGN","01.187.06","c","3","ketúnā","ketú-","ketú-","Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt","case=INS|gender=M|number=SG","A","Archaic","'Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt'","NOT ASSIGNED","In thee, O Food, is set the spirit of great Gods. Under thy flag brave deeds were done he slew the Dragon with thy help.","Nach dir, o Speise, steht der Sinn der großen Götter. Schönes ist in (deinem) Zeichen getan worden. Mit deiner Hilfe hat (Indra) den Drachen erschlagen.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-148","SIGN","01.191.04","c","2","ketávaḥ","ketú-","ketú-","Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt","case=NOM|gender=M|number=PL","P","Popular","'Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt'","NOT ASSIGNED","The cows had settled in their stalls, the beasts of prey had sought their lairs, Extinguished were the lights of men, when things unseen infected me.","Die Kühe haben sich im Stall niedergelegt, das Wild ist zur Ruhe gegangen, zur Ruhe auch die Lichter der Menschen, die Unsichtbaren sind angeschmiert.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
"DK-OCC-149","SIGN","02.011.06","d","4","ketū́","ketú-","ketú-","Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt","case=ACC|gender=M|number=DU","S","Strophic","'Erscheinung, Kennzeichen, Lichterscheinung, Helle, Gestalt'","NOT ASSIGNED","Indra, we laud thy great deeds wrought aforetime, we laud thine exploits later of achievement; We laud the bolt that in thine arms lies eager; we laud thy two Bay Steeds, heralds of Sûrya.","Ich will nun deine früheren großen (Taten) preisen, Indra, und wir wollen deine neueren Taten preisen. Ich will die willige Keule in deinen Armen preisen, ich will deine beiden Falben preisen, die zwei Strahlen der Sonne sind.","SRC-072; SRC-073; SRC-106; SRC-107","2026-09-09"
