"passage_id","stanza","type","type_before_override","type_means","poetic_subkind","basis","override","inferred_geography","archaeological_fortification","unsupported_identification","why_three_types_unassigned","family_surfaces","addressee","arnold_stratum","status","source_id","locator","retrieval_date","supports_page"
"PUR-P-080","08.061.08","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","DIVINE-EPITHET","R1: every family token is a derivative epithet (puraṃdará- 'fort-breaker' and kin). No fort is present as an object; the fort word is a component of a divine title.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","puraṃdarám","Indra","A","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 08.061.08; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-081","08.061.10","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","DIVINE-EPITHET","R1: every family token is a derivative epithet (puraṃdará- 'fort-breaker' and kin). No fort is present as an object; the fort word is a component of a divine title.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","puraṃdaráḥ","Indra","A","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 08.061.10; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-082","08.069.08","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","SIMILE","R2: púraṁ ná dhr̥ṣṇv àrcata — praise him, bold, LIKE a fort.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púram","Indra","A","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 08.069.08; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-083","08.073.18","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","SIMILE","R2: púraṁ ná dhr̥ṣṇav ā́ ruja — break it down LIKE a fort.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púram","Asvins","A","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 08.073.18; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-084","08.080.07","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","METAPHOR","R3: índra dŕ̥hyasva pū́r asi — 'Indra, be firm: thou ART a púr.'","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","pū́ḥ","Indra","A","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 08.080.07; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-085","08.093.02","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Indra","S","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 08.093.02; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-086","08.097.14","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Indra","A","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 08.097.14; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-087","08.098.06","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","DIVINE-EPITHET","R4b: genitive plural purā́m depending on an agent noun of breaking — the analytic form of the puraṃdará- epithet, which R1 cannot see because the token is a simplex púr-. índra dartā́ purā́m ási — 'thou art the splitter of forts'.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","purā́m","Indra","A","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 08.098.06; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-088","08.100.08","BOTH","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","Rule output TEXTUAL-STRONGHOLD overridden to BOTH. The falcon escapes the metal fort — the same myth as RV 4.27.1, from the other side. Same reasoning.","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púram","Indra and Vak","P","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 08.100.08; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-089","09.048.02","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Soma","N","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 09.048.02; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-090","09.061.02","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Soma","N","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 09.061.02; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-091","09.088.04","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","DIVINE-EPITHET","R1: every family token is a derivative epithet (puraṃdará- 'fort-breaker' and kin). No fort is present as an object; the fort word is a component of a divine title.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","pūrbhít","Soma","S","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 09.088.04; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-092","09.107.10","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","SIMILE","R2: jáno ná purí camvòr viśad — Soma enters the bowls as a man a fort. One of only three locative tokens in the corpus, and it is inside a simile.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","purí","Soma","S","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 09.107.10; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-093","10.046.05","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","DIVINE-EPITHET","R4b: genitive plural purā́m depending on an agent noun of breaking — the analytic form of the puraṃdará- epithet, which R1 cannot see because the token is a simplex púr-. purā́ṁ darmā́ṇam — 'splitter of forts'.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","purā́m","Agni","C","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 10.046.05; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-094","10.047.04","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","DIVINE-EPITHET","R1: every family token is a derivative epithet (puraṃdará- 'fort-breaker' and kin). No fort is present as an object; the fort word is a component of a divine title.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","pūrbhídam","Indra","C","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 10.047.04; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-095","10.067.05","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púram","Brihaspati","C","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 10.067.05; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-096","10.087.22","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","METAPHOR","R3: pári tvāgne púraṁ vayáṁ … dhīmahi — 'we set thee, Agni, around us as a púr'. Griffith 'We set thee round us as a fort'; Geldner 'Als einen Burgwall wollen wir dich … um (uns) legen'. The same figure as RV 7.15.14 and 1.189.2, and missed by the first run for the same reason those two nearly were: the fort word is an accusative predicate, so the case test in R5 claims it.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púram","Agni, killer of raksas","P","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 10.087.22; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-097","10.089.07","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Indra","N","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 10.089.07; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-098","10.099.07","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Indra","A","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 10.099.07; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-099","10.099.11","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","Indra","A","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 10.099.11; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-100","10.101.08","BOTH","TEXTUAL-STRONGHOLD","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R5: a púr- in ACC stands as an object in the narrative — held, broken, entered, or belonging to a named holder.","Rule output TEXTUAL-STRONGHOLD overridden to BOTH. 'púraḥ kr̥ṇudhvam ā́yasīr ádhr̥ṣṭā' — priests are told to MAKE unassailable metal forts, in a list beside stitching armour and building a cattle-pen. Either a ritual figure for the works of the sacrifice, or an instruction about actual construction. The text carries both and settles neither.","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púraḥ","the sacrificial priest","P","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 10.101.08; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-101","10.104.08","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","DIVINE-EPITHET","R1: every family token is a derivative epithet (puraṃdará- 'fort-breaker' and kin). No fort is present as an object; the fort word is a component of a divine title.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","pūrbhít","Indra","N","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 10.104.08; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-102","10.111.10","POETIC-FORMULA","POETIC-FORMULA","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","DIVINE-EPITHET","R1: every family token is a derivative epithet (puraṃdará- 'fort-breaker' and kin). No fort is present as an object; the fort word is a component of a divine title.","","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","pūrbhít","Indra","C","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 10.111.10; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
"PUR-P-103","10.138.04","CANNOT-CLASSIFY","CANNOT-CLASSIFY","TEXTUAL-STRONGHOLD means the TEXT presents a fort as an object in its own narrative world. It is NOT a claim that any fort existed, was fortified, or can be located: that would be the archaeological type, which is not assigned here. A passage can be a textual stronghold and still state a formulaic count — the counts are a separate register for that reason.","","R6: no rule fired. Case set [].","Rule output CANNOT-CLASSIFY overridden to CANNOT-CLASSIFY. 'vásu púryam ā́ dade' — púrya- is an ADJECTIVE, ACC.N.SG, modifying vásu 'wealth': the fort-wealth, Geldner's 'Burggut'. The stanza's objects are the wealth and the ánādhr̥ṣṭāni, the unassailable ones, which the translators supply as forts. So a púr is implied by a derived adjective and never named. Whether the passage presents a stronghold or uses a stronghold-adjective for plunder is not decidable from it.","NOT ASSIGNED","NOT ASSIGNED","NOT ASSIGNED","These three of §4J's five types are not properties of the passage. Each is a verdict on an argument someone else must make first — a placement, a site match, an identification. This unit has no geographic source (the pinned corpus carries none, PUR4J-018) and no archaeological source, so none is assigned to any passage. Assigning one anyway is precisely how a textual stronghold becomes an archaeological one.","púryam","Indra","C","PROVISIONAL","SRC-069; SRC-020; SRC-022; SRC-072; SRC-073; SRC-074","RV 10.138.04; Aufrecht and padapāṭha at that stanza; Griffith, Geldner and Grassmann at that stanza","2026-09-07","forts (proposed)"
