res_id,lemma,lemma_id,word_class,segmentation,retroflex_verdicts,formal_class,tokens,hymns,books,arnold_strata,majority_stratum,grassmann_gloss,source_id,retrieval_date,note
RES-202,sumīḷhá-,lemma_sumIQa_9912,nominal stem,s u m ī ḷh a,ḷh=UNCONDITIONED(no cluster source),F2-aspirated-retroflex,1,1,6:1,A:1,Archaic,N. pr. ('mit schönem Kampfpreis'),SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-203,sváṣṭra-,lemma_svazwra_10479,nominal stem,s v a ṣ ṭ r a,ṣ=UNCONDITIONED(no RUKI trigger (after a)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,1,1,10:1,C:1,Cretic,"guten, scharfen Dolch(?) führend; nach Bedeutung des Simplex eher 'mit guter Peitsche/Knute'",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-204,sáṃsraṣṭar-,lemma_samara_9375,nominal stem,s a ṃ s r a ṣ ṭ a r,ṣ=UNCONDITIONED(no RUKI trigger (after a)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,1,1,10:1,P:1,Popular,der in Kämpfe verwickelt,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-205,sā́ḷhar-,lemma_sasvar_9503,nominal stem,s ā ḷh a r,ḷh=UNCONDITIONED(no cluster source),F2-aspirated-retroflex,1,1,7:1,S:1,Strophic,Sieger,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-206,tváṣṭr̥mant-,lemma_tvazwfmat_3993,nominal stem,t v a ṣ ṭ r̥ m a n t,ṣ=UNCONDITIONED(no RUKI trigger (after a)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,1,1,6:1,C:1,Cretic,"mit tváṣṭar- verbunden, von ihm begleitet",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-207,tīkṣṇaśr̥ṇga-,lemma_tIkzRaSfNga_3769,nominal stem,t ī k ṣ ṇ a ś r̥ ṇ g a,ṣ=CONDITIONED(RUKI after k); ṇ=CONDITIONED(nati after ṣ); ṇ=UNCONDITIONED(nati environment fails: followed by g),F5-residue,1,1,10:1,P:1,Popular,scharf zugespitzte Hörner habend,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-208,upaṣṭút-,lemma_upazwut_1975,nominal stem,u p a ṣ ṭ u t,ṣ=UNCONDITIONED(no RUKI trigger (after a)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,1,1,9:1,N:1,Normal,,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-209,vaṭūrín-,lemma_vawUrin_7588,nominal stem,v a ṭ ū r i n,ṭ=UNCONDITIONED(no cluster source),F5-residue,1,1,1:1,P:1,Popular,unklar,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-210,veṇú-,lemma_veRu_8453,nominal stem,v e ṇ u,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,8:1,S:1,Strophic,"Rohr, Bambusstab, Bambus",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-211,virāṣáh-,lemma_virAzah_8116,nominal stem,v i r ā ṣ a h,ṣ=UNCONDITIONED(no RUKI trigger (after ā)),F5-residue,1,1,1:1,C:1,Cretic,über die Helden herrschend; die Männer besiegend (?),SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-212,vr̥thāṣáh-,lemma_vfTAzah_8376,nominal stem,v r̥ th ā ṣ a h,ṣ=UNCONDITIONED(no RUKI trigger (after ā)),F5-residue,1,1,1:1,A:1,Archaic,nach Belieben siegreich,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-213,váṣṭi-,lemma_vazwi_7781,nominal stem,v a ṣ ṭ i,ṣ=UNCONDITIONED(no RUKI trigger (after a)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,1,1,5:1,C:1,Cretic,"wohl: 'willig, guten Willens'",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-214,víbhrāṣṭi-,lemma_viBrAzwi_8092,nominal stem,v i bh r ā ṣ ṭ i,ṣ=UNCONDITIONED(no RUKI trigger (after ā)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,1,1,1:1,A:1,Archaic,"Glanz, das Erglänzen, Aufflammen",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-215,víkaṭa-,lemma_vikawa_7954,nominal stem,v i k a ṭ a,ṭ=UNCONDITIONED(no cluster source),F5-residue,1,1,10:1,P:1,Popular,"ungeheuerlich, erschreckend, entstellt, gewaltig, umfangreich, riesig",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-216,vā́jajaṭhara-,lemma_vAjajaWara_7854,nominal stem,v ā j a j a ṭh a r a,ṭh=UNCONDITIONED(no cluster source),F5-residue,1,1,5:1,A:1,Archaic,Speise oder Opfertrank im Bauche habend (vom Kessel),SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-217,vā́ṇīcī-,lemma_vARIcI_7888,nominal stem,v ā ṇ ī c ī,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,5:1,A:1,Archaic,der himmlischen Stimme ähnlich,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-218,vīḷudvéṣas-,lemma_vIqudvezas_8295,nominal stem,v ī ḷ u d v e ṣ a s,ḷ=UNCONDITIONED(no cluster source); ṣ=CONDITIONED(RUKI after e),F5-residue,1,1,2:1,N:1,Normal,"die Unnachgiebigen, Trotzigen hassend",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-219,vīḷuharṣín-,lemma_vIquharzin_8301,nominal stem,v ī ḷ u h a r ṣ i n,ḷ=UNCONDITIONED(no cluster source); ṣ=CONDITIONED(RUKI after r),F5-residue,1,1,2:1,N:1,Normal,"des Festen sich freuend, darauf vertrauend",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-220,vīḷupátman-,lemma_vIqupatman_8296,nominal stem,v ī ḷ u p a t m a n,ḷ=UNCONDITIONED(no cluster source),F5-residue,1,1,1:1,N:1,Normal,starkflügelig,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-221,vīḷúharas-,lemma_vIquharas_8300,nominal stem,v ī ḷ u h a r a s,ḷ=UNCONDITIONED(no cluster source),F5-residue,1,1,10:1,P:1,Popular,starke Flammenschärfe besitzend,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-222,vīḷújambha-,lemma_vIqujamBa_8294,nominal stem,v ī ḷ u j a m bh a,ḷ=UNCONDITIONED(no cluster source),F5-residue,1,1,3:1,P:1,Popular,"festes, starkes Gebiss habend",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-223,yaṣṭár-,lemma_yazwf_7084,nominal stem,y a ṣ ṭ a r,ṣ=UNCONDITIONED(no RUKI trigger (after a)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,1,1,6:1,P:1,Popular,"der zu opfern pflegt, Opferer",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-224,áheḷayant-,lemma_aheqayat_1434,nominal stem,a h e ḷ a y a n t,ḷ=UNCONDITIONED(no cluster source),F5-residue,1,1,10:1,C:1,Cretic,"nicht zürnend, freundlich geneigt (GM)",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-225,ákrīḷant-,lemma_akrIqat_39.1,nominal stem,a k r ī ḷ a n t,ḷ=UNCONDITIONED(no cluster source),F5-residue,1,1,10:1,C:1,Cretic,nicht spielend,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-226,ánaṣṭapaśu-,lemma_anazwapaSu_443,nominal stem,a n a ṣ ṭ a p a ś u,ṣ=UNCONDITIONED(no RUKI trigger (after a)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,1,1,10:1,P:1,Popular,von dessen Herde nichts verloren geht,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-227,ánaṣṭavedas-,lemma_anazwavedas_444,nominal stem,a n a ṣ ṭ a v e d a s,ṣ=UNCONDITIONED(no RUKI trigger (after a)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,1,1,6:1,C:1,Cretic,von dessen Habe (védas-) nichts verlorengeht,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-228,ánīḷa-,lemma_anIqa_509,nominal stem,a n ī ḷ a,ḷ=UNCONDITIONED(no cluster source),F5-residue,1,1,10:1,C:1,Cretic,nestlos,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-229,árīḷha-,lemma_arIQa_1013,nominal stem,a r ī ḷh a,ḷh=UNCONDITIONED(no cluster source),F2-aspirated-retroflex,1,1,4:1,P:1,Popular,ungeleckt,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-230,ávayātaheḷas-,lemma_avayAtaheqas_1126,nominal stem,a v a y ā t a h e ḷ a s,ḷ=UNCONDITIONED(no cluster source),F5-residue,1,1,1:1,S:1,Strophic,"dessen Groll (héḍas-) weggegangen, d.h. besänftigt ist",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-231,áyasthūṇa-,lemma_ayaHsTURa_935,nominal stem,a y a s th ū ṇ a,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,5:1,C:1,Cretic,auf ehernen Säulen ruhend,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-232,áyopāṣṭi-,lemma_ayopAzwi_951,nominal stem,a y o p ā ṣ ṭ i,ṣ=UNCONDITIONED(no RUKI trigger (after ā)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,1,1,10:1,A:1,Archaic,eiserne Krallen habend,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-233,áṣatara-,lemma_aza_1293,nominal stem,a ṣ a t a r a,ṣ=UNCONDITIONED(no RUKI trigger (after a)),F5-residue,1,1,1:1,A:1,Archaic,"offenbar verderbt (wohl 'hoffnungslos' nach Oldenberg, Not i 171)",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-234,āghāṭí-,lemma_AGAwi_1463,nominal stem,ā gh ā ṭ i,ṭ=UNCONDITIONED(no cluster source),F5-residue,1,1,10:1,P:1,Popular,vielleicht 'Zimbelspieler' (nach Old Not. ii 357); (anders Thieme MSS 44 [1985] 257 Anm. 53: 'Treiber'; Geldner iii 379: 'unter Zimbelklängen',SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-235,ājamīḷhá-,lemma_AjamIQa_1474,nominal stem,ā j a m ī ḷh a,ḷh=UNCONDITIONED(no cluster source),F2-aspirated-retroflex,1,1,4:1,N:1,Normal,Name eines Sängergeschlechtes,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-236,ākhaṇḍala-,lemma_AKaRqala_1454,nominal stem,ā kh a ṇ ḍ a l a,ṇ=UNCONDITIONED(nati environment fails: followed by ḍ); ḍ=CONDITIONED(cluster after ṇ),F5-residue,1,1,8:1,S:1,Strophic,wohl 'Zerbrecher' (von Indra gesagt),SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-237,āṣṭrī́-,lemma_AzwrI_1646,nominal stem,ā ṣ ṭ r ī,ṣ=UNCONDITIONED(no RUKI trigger (after ā)); ṭ=CONDITIONED(cluster after ṣ),F1-ṣṬ-cluster,1,1,10:1,P:1,Popular,"etwa: 'Feuerstätte, Feuerherd'",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-238,ī́ḍ-,lemma_Iq_1825,nominal stem,ī ḍ,ḍ=UNCONDITIONED(no cluster source),F5-residue,1,1,8:1,S:1,Strophic,"Anruf, Verehrung",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-239,śakaṭī́-,lemma_SakawI_8563,nominal stem,ś a k a ṭ ī,ṭ=UNCONDITIONED(no cluster source),F5-residue,1,1,10:1,P:1,Popular,"Karren, Planwagen",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-240,śirímbiṭha-,lemma_SirimbiWa_8791,nominal stem,ś i r i m b i ṭh a,ṭh=UNCONDITIONED(no cluster source),F5-residue,1,1,10:1,P:1,Popular,"N. pr., Name eines R̥ṣi",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-241,śraúṣaṭ,lemma_SrOzaw_9018,invariable,ś r au ṣ a ṭ,ṣ=CONDITIONED(RUKI after au); ṭ=UNCONDITIONED(no cluster source),F5-residue,1,1,1:1,N:1,Normal,ein Opferruf,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-242,śáṇḍika-,lemma_SaRqika_8588,nominal stem,ś a ṇ ḍ i k a,ṇ=UNCONDITIONED(nati environment fails: followed by ḍ); ḍ=CONDITIONED(cluster after ṇ),F5-residue,1,1,2:1,N:1,Normal,"Name eines Volkes, wohl 'die śáṇḍa-Nachkommen'",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-243,śāṇḍá-,lemma_SARqa_8740,nominal stem,ś ā ṇ ḍ a,ṇ=UNCONDITIONED(nati environment fails: followed by ḍ); ḍ=CONDITIONED(cluster after ṇ),F5-residue,1,1,6:1,A:1,Archaic,"N. pr., wohl Patronymikon zu śáṇḍa-",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-244,ṣaḷakṣá-,lemma_zaqakza_9055,nominal stem,ṣ a ḷ a k ṣ a,ṣ=UNCONDITIONED(word-initial); ḷ=UNCONDITIONED(no cluster source); ṣ=CONDITIONED(RUKI after k),F4-initial-ṣ,1,1,10:1,A:1,Archaic,sechsäugig,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-245,ṣaṭtriṃśá-,lemma_zawtriMSa_9054,nominal stem,ṣ a ṭ t r i ṃ ś a,ṣ=UNCONDITIONED(word-initial); ṭ=UNCONDITIONED(no cluster source),F4-initial-ṣ,1,1,10:1,P:1,Popular,aus sechsunddreissig bestehend,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-246,ṣoḷhā́,lemma_zoQA_9062,invariable,ṣ o ḷh ā,ṣ=UNCONDITIONED(word-initial); ḷh=UNCONDITIONED(no cluster source),F2-aspirated-retroflex+F4-initial-ṣ,1,1,3:1,N:1,Normal,sechsfach,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-247,ṣáḍvidhāna-,lemma_zaqviDAna_9058,nominal stem,ṣ a ḍ v i dh ā n a,ṣ=UNCONDITIONED(word-initial); ḍ=UNCONDITIONED(no cluster source),F4-initial-ṣ,1,1,7:1,S:1,Strophic,eine Ordnung von sechs Dingen bildend,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-248,ṣáḷara-,lemma_SatarA_8614,nominal stem,ṣ a ḷ a r a,ṣ=UNCONDITIONED(word-initial); ḷ=UNCONDITIONED(no cluster source),F4-initial-ṣ,1,1,1:1,P:1,Popular,"sechs Speichen habend, sechsspeichig",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-249,ṣáḷaśva-,lemma_sadaSva_9213,nominal stem,ṣ a ḷ a ś v a,ṣ=UNCONDITIONED(word-initial); ḷ=UNCONDITIONED(no cluster source),F4-initial-ṣ,1,1,1:1,N:1,Normal,sechsrossig,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-250,√kaṇūkay-,lemma_kaRUkay_2389,root,k a ṇ ū k a y,ṇ=UNCONDITIONED(no nati trigger),F5-residue,1,1,10:1,A:1,Archaic,"nicht klar, vielleicht 'jammern, in Not schreien'",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-251,√kūḍ-,lemma_kUq_2640,root,k ū ḍ,ḍ=UNCONDITIONED(no cluster source),F5-residue,1,1,8:1,A:1,Archaic,,SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-252,√nīḷay-,lemma_nIqay_5061,root,n ī ḷ a y,ḷ=UNCONDITIONED(no cluster source),F5-residue,1,1,6:1,A:1,Archaic,"in ein Nest setzen, in einem Nest platzieren",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
RES-253,√pīḍ-,lemma_pIq_5515,root,p ī ḍ,ḍ=UNCONDITIONED(no cluster source),F5-residue,1,1,4:1,S:1,Strophic,"pressen, auspressen, drücken",SRC-019; SRC-022; SRC-023; SRC-047,2026-09-07,Membership means only that the two regular retroflexion rules do not derive the marked segment. It is not a claim that the word is borrowed.
