"passage_id","stanza","book","hymn","stanza_n","n_family_tokens","family_surfaces","family_lemmas","family_padas","family_morphology","n_padas","arnold_metre_labels","arnold_stratum_code","arnold_stratum","stratum_certainty","addressee","poet_group","stanza_properties_flags","samhita_text","padapatha","translations_present","translations_absent","source_id","retrieval_date","supports_page","notes"
"PUR-P-082","08.069.08","8","69","8","1","púram","púr-","d","d1 case=ACC|gender=F|number=SG","4","M M M M","A","Archaic","certain","Indra","13. group: hymns of Priyamedha and others","(none)","árcata prā́rcata príyamedhāso árcata / árcantu putrakā́ utá púraṁ ná dhr̥ṣṇv àrcata","arcata | pra | arcata | priya-medhāsaḥ | arcata | arcantu | putrakāḥ | uta | puram | na | dhr̥ṣṇu | arcata","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-083","08.073.18","8","73","18","1","púram","púr-","a","a1 case=ACC|gender=F|number=SG","3","MO MO MOR","A","Archaic","certain","Asvins","14. group: hymns of Gopavana and other sons of Atri","grassmann","púraṁ ná dhr̥ṣṇav ā́ ruja kr̥ṣṇáyā bādhitó viśā́ / ánti ṣád bhūtu vām ávaḥ","puram | na | dhr̥ṣṇo iti | ā | ruja | kr̥ṣṇayā | bādhitaḥ | viśā | anti | sat | bhūtu | vām | avaḥ","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)",""
"PUR-P-084","08.080.07","8","80","7","1","pū́ḥ","púr-","a","a3 case=NOM|gender=F|number=SG","3","M M M","A","Archaic","certain","Indra","16. group: hymns of Ekadyu, Krishna and others","arnold","índra dŕ̥hyasva pū́r asi bhadrā́ ta eti niṣkr̥tám / iyáṁ dhī́r r̥tvíyāvatī","indra | dr̥hyasva | pūḥ | asi | bhadrā | te | eti | niḥ-kr̥tam | iyam | dhīḥ | r̥tviya-vatī","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)",""
"PUR-P-085","08.093.02","8","93","2","1","púraḥ","púr-","a","a4 case=ACC|gender=F|number=PL","3","MO MO MO","S","Strophic","certain","Indra","18. group: hymns of Srutakaksu and others","witzel","náva yó navatím púro bibhéda bāhvòjasā / áhiṁ ca vr̥trahā́vadhīt","nava | yaḥ | navatim | puraḥ | bibheda | bāhu-ojasā | ahim | ca | vr̥tra-hā | avadhīt","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)",""
"PUR-P-086","08.097.14","8","97","14","1","púraḥ","púr-","a","a2 case=ACC|gender=F|number=PL","4","M M M M","A","Archaic","certain","Indra","19. group: Tirasci and other poets","grassmann witzel","tvám púra indra cikíd enā vy ójasā śaviṣṭha śakra nāśayádhyai / tvád víśvāni bhúvanāni vajrin dyā́vā rejete pr̥thivī́ ca bhīṣā́","tvam | puraḥ | indra | cikit | enāḥ | vi | ojasā | saviṣṭha | śakra | nāśayadhyai | tvat | viśvāni | bhuvanāni | vajrin | dyāvā | rejeteiti | pr̥thivī iti | ca | bhīṣā","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)",""
"PUR-P-087","08.098.06","8","98","6","1","purā́m","púr-","b","b3 case=GEN|gender=F|number=PL","3","MR M M4","A","Archaic","certain","Indra","19. group: Tirasci and other poets","witzel","tváṁ hí śáśvatīnām índra dartā́ purā́m ási / hantā́ dásyor mánor vr̥dháḥ pátir diváḥ","tvam | hi | śaśvatīnām | indra | dartā | purām | asi | hantā | dasyoḥ | manoḥ | vr̥dhaḥ | patiḥ | divaḥ","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)",""
"PUR-P-088","08.100.08","8","100","8","1","púram","púr-","b","b3 case=ACC|gender=F|number=SG","4","PE2 PE2 PE2 PE2","P","Popular","certain","Indra and Vak","19. group: Tirasci and other poets","arnold grassmann witzel","mánojavā áyamāna āyasī́m atarat púram / dívaṁ suparṇó gatvā́ya sómaṁ vajríṇa ā́bharat","manaḥ-javāḥ | ayamānaḥ | āyasīm | atarat | puram | divam | su-parṇaḥ | gatvāya | somam | vajriṇaḥ | ā | abharat","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)",""
"PUR-P-089","09.048.02","9","48","2","1","púraḥ","púr-","c","c2 case=ACC|gender=F|number=PL","3","MO MO MO","N","Normal","certain","Soma","19. group: Tirasci and other poets","(none)","sáṁvr̥ktadhr̥ṣṇum ukthyàm mahā́mahivratam mádam / śatám púro rurukṣáṇim","saṁvr̥kta-dhr̥ṣṇum | ukthyam | mahāmahivratam | madam | śatam | puraḥ | rurukṣaṇim","elizarenkova geldner grassmann griffith renou","macdonell mueller oldenberg_tr otto","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-090","09.061.02","9","61","2","1","púraḥ","púr-","a","a1 case=ACC|gender=F|number=PL","3","MO MO MO","N","Normal","certain","Soma","19. group: Tirasci and other poets","(none)","púraḥ sadyá itthā́dhiye dívodāsāya śámbaram / ádha tyáṁ turváśaṁ yádum","puraḥ | sadyaḥ | ithādhiye | divaḥ-dāsāya | śambaram | adha | tyam | turvaśam | yadum","elizarenkova geldner grassmann griffith renou","macdonell mueller oldenberg_tr otto","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-091","09.088.04","9","88","4","1","pūrbhít","pūrbhíd-","b","b5 case=NOM|gender=M|number=SG","4","M M M M","S","Strophic","certain","Soma","3. group: the Tristubh group","(none)","índro ná yó mahā́ kármāṇi cákrir hantā́ vr̥trā́ṇām asi soma pūrbhít / paidvó ná hí tvám áhināmnāṁ hantā́ víśvasyāsi soma dásyoḥ","indraḥ | na | yaḥ | mahā | karmāṇi | cakriḥ | hantā | vr̥trāṇām | asi | soma | pūḥ-bhit | paidvaḥ | na | hi | tvam | ahi-nāmnām | hantā | viśvasya | asi | soma | dasyoḥ","elizarenkova geldner grassmann griffith renou","macdonell mueller oldenberg_tr otto","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-092","09.107.10","9","107","10","1","purí","púr-","c","c3 case=LOC|gender=F|number=SG","4","M MR M M","S","Strophic","certain","Soma","6. group: the Pragatha group","(none)","ā́ soma suvānó ádribhis tiró vā́rāṇy avyáyā / jáno ná purí camvòr viśad dháriḥ sádo váneṣu dadhiṣe","ā | soma | suvānaḥ | adri-bhiḥ | tiraḥ | vārāṇi | avyayā | janaḥ | na | puri | camvoḥ | viśat | hariḥ | sadaḥ | vaneṣu | dadhiṣe","elizarenkova geldner grassmann griffith renou","macdonell mueller oldenberg_tr otto","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-093","10.046.05","10","46","5","1","purā́m","púr-","b","b3 case=GEN|gender=F|number=PL","4","M5 M5 M5 M","C","Cretic","certain","Agni","9. group: the Vatsapri hymns","(none)","prá bhūr jáyantam mahā́ṁ vipodhā́m mūrā́ ámūram purā́ṁ darmā́ṇam / náyanto gárbhaṁ vanā́ṁ dhíyaṁ dhur híriśmaśruṁ nā́rvāṇaṁ dhánarcam","pra | bhūḥ | jayantam | mahān | vipaḥ-dhām | mūrāḥ | amūram | purām | darmāṇam | nayantaḥ | garbham | vanām | dhiyam | dhuḥ | hiri-śmaśrum | na | arvāṇam | dhana-arcam","elizarenkova geldner grassmann griffith renou","macdonell mueller oldenberg_tr otto","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-094","10.047.04","10","47","4","1","pūrbhídam","pūrbhíd-","c","c2 case=ACC|gender=M|number=SG","4","M MR M MR","C","Cretic","certain","Indra","9. group: the Vatsapri hymns","(none)","sanádvājaṁ vípravīraṁ tárutraṁ dhanaspŕ̥taṁ śūśuvā́ṁsaṁ sudákṣam / dasyuhánam pūrbhídam indra satyám asmábhyaṁ citráṁ vŕ̥ṣaṇaṁ rayíṁ dāḥ","sanat-vājam | vipra-vīram | tarutram | dhana-spr̥tam | śūśu-vāṁsam | su-dakṣam | dasyuhanam | pūḥ-bhidam | indra | satyam | asmabhyam | citram | vr̥ṣaṇam | rayim | dāḥ","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-095","10.067.05","10","67","5","1","púram","púr-","a","a2 case=ACC|gender=F|number=SG","4","M M M M","C","Cretic","certain","Brihaspati","17. group: hymns of Ayasya","grassmann","vibhídyā púraṁ śayáthem ápācīṁ nís trī́ṇi sākám udadhér akr̥ntat / bŕ̥haspátir uṣásaṁ sū́ryaṁ gā́m arkáṁ viveda stanáyann iva dyaúḥ","vi-bhidya | puram | śayathā | īm | apācīm | niḥ | trīṇi | sākam | uda-dheḥ | akr̥ntat | br̥haspatiḥ | uṣasam | sūryam | gām | arkam | viveda | stanayan-iva | dyauḥ","elizarenkova geldner grassmann griffith renou","macdonell mueller oldenberg_tr otto","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)",""
"PUR-P-096","10.087.22","10","87","22","1","púram","púr-","a","a4 case=ACC|gender=F|number=SG","4","PE2 PE2 PE2 PE2","P","Popular","certain","Agni, killer of raksas","25. group: hymns of Manyu","arnold oldenberg witzel wuest","pári tvāgne púraṁ vayáṁ vípraṁ sahasya dhīmahi / dhr̥ṣádvarṇaṁ divé-dive hantā́ram bhaṅgurā́vatām","pari | tvā | agne | puram | vayam | vipram | sahasya | dhīmahi | dhr̥ṣat-varṇam | dive--dive | hantāram | bhaṅgura-vatām","elizarenkova geldner grassmann griffith renou","macdonell mueller oldenberg_tr otto","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)",""
"PUR-P-097","10.089.07","10","89","7","1","púraḥ","púr-","b","b2 case=ACC|gender=F|number=PL","4","M M M M","N","Normal","certain","Indra","25. group: hymns of Manyu","(none)","jaghā́na vr̥tráṁ svádhitir váneva rurója púro áradan ná síndhūn / bibhéda giríṁ návam ín ná kumbhám ā́ gā́ índro akr̥ṇuta svayúgbhiḥ","jaghāna | vr̥tram | sva-dhitiḥ | vanāiva | ruroja | puraḥ | aradat | na | sindhūn | bibheda | girim | navam | it | na | kumbham | ā | gāḥ | indraḥ | akr̥ṇuta | svayuk-bhiḥ","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-098","10.099.07","10","99","7","1","púraḥ","púr-","d","d1 case=ACC|gender=F|number=PL","4","M M M M","A","Archaic","certain","Indra","25. group: hymns of Manyu","grassmann","sá drúhvaṇe mánuṣa ūrdhvasāná ā́ sāviṣad arśasānā́ya śárum / sá nŕ̥tamo náhuṣo 'smát sújātaḥ púro 'bhinad árhan dasyuhátye","saḥ | druhvaṇe | manuṣe | ūrdhvasānaḥ | ā | sāviṣat | arśasānāya | śarum | saḥ | nr̥-tamaḥ | nahuṣaḥ | asmat | su-jātaḥ | puraḥ | abhinat | arhan | dasyu-hatye","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)",""
"PUR-P-099","10.099.11","10","99","11","1","púraḥ","púr-","d","d1 case=ACC|gender=F|number=PL","4","M M M M","A","Archaic","certain","Indra","25. group: hymns of Manyu","grassmann","asyá stómebhir auśijá r̥jíśvā vrajáṁ darayad vr̥ṣabhéṇa píproḥ / sútvā yád yajató dīdáyad gī́ḥ púra iyānó abhí várpasā bhū́t","asya | stomebhiḥ | auśijaḥ | r̥jiśvā | vrajam | darayat | vr̥ṣabheṇa | piproḥ | sutvā | yat | yajataḥ | dīdayat | gīḥ | puraḥ | iyānaḥ | abhi | varpasā | bhūt","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)",""
"PUR-P-100","10.101.08","10","101","8","1","púraḥ","púr-","c","c1 case=ACC|gender=F|number=PL","4","P P P P","P","Popular","certain","the sacrificial priest","25. group: hymns of Manyu","arnold","vrajáṁ kr̥ṇudhvaṁ sá hí vo nr̥pā́ṇo várma sīvyadhvam bahulā́ pr̥thū́ni / púraḥ kr̥ṇudhvam ā́yasīr ádhr̥ṣṭā mā́ vaḥ susroc camasó dŕ̥ṁhatā tám","vrajam | kr̥ṇudhvam | saḥ | hi | vaḥ | nr̥-pānaḥ | varma | sīvyadhvam | bahulā | pr̥thūni | puraḥ | kr̥ṇudhvam | āyasīḥ | adhr̥ṣṭāḥ | mā | vaḥ | susrot | camasaḥ | dr̥ṁhata | tam","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)",""
"PUR-P-101","10.104.08","10","104","8","1","pūrbhít","pūrbhíd-","b","b5 case=NOM|gender=M|number=SG","4","M M M M","N","Normal","certain","Indra","25. group: hymns of Manyu","(none)","saptā́po devī́ḥ suráṇā ámr̥ktā yā́bhiḥ síndhum átara indra pūrbhít / navatíṁ srotyā́ náva ca srávantīr devébhyo gātúm mánuṣe ca vindaḥ","sapta | āpaḥ | devīḥ | su-raṇāḥ | amr̥ktāḥ | yābhiḥ | sindhum | ataraḥ | indra | pūḥ-bhit | navatim | srotyāḥ | nava | ca | sravantīḥ | devebhyaḥ | gātum | manuṣe | ca | vindaḥ","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-102","10.111.10","10","111","10","1","pūrbhít","pūrbhíd-","b","b4 case=NOM|gender=M|number=SG","4","M M M M","C","Cretic","certain","Indra","25. group: hymns of Manyu","(none)","sadhrī́cīḥ síndhum uśatī́r ivāyan sanā́j jārá āritáḥ pūrbhíd āsām / ástam ā́ te pā́rthivā vásūny asmé jagmuḥ sūnŕ̥tā indra pūrvī́ḥ","sadhrīcīḥ | sindhum | uśatīḥ-iva | āyan | sanāt | jāraḥ | āritaḥ | pūḥ-bhit | āsām | astam | ā | te | pārthivā | vasūni | asme iti | jagmuḥ | sūnr̥tāḥ | indra | pūrvīḥ","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
"PUR-P-103","10.138.04","10","138","4","1","púryam","púrya-","c","c5 case=ACC|gender=N|number=SG","4","M M M M","C","Cretic","certain","Indra","25. group: hymns of Manyu","(none)","ánādhr̥ṣṭāni dhr̥ṣitó vy āā̀syan nidhī́m̐r ádevām̐ amr̥ṇad ayā́syaḥ / māséva sū́ryo vásu púryam ā́ dade gr̥ṇānáḥ śátrūm̐r aśr̥ṇād virúkmatā","anādhr̥ṣṭāni | dhr̥ṣitaḥ | vi | āsyat | ni-dhīn | adevān | amr̥ṇat | ayāsyaḥ | māsāiva | sūryaḥ | vasu | puryam | ā | dade | gr̥ṇānaḥ | śatrūn | aśr̥ṇāt | vi-rukmatā","elizarenkova geldner grassmann griffith","macdonell mueller oldenberg_tr otto renou","SRC-069; SRC-020; SRC-021; SRC-022; SRC-023; SRC-070; SRC-071; SRC-072; SRC-073; SRC-074; SRC-075; SRC-076; SRC-077","2026-09-07","forts (proposed)","No stanza-level lateness flag from Grassmann, Oldenberg, Arnold 1897, Wuest or Witzel. Absence of a flag is NOT PRODUCED, not a judgement of authenticity."
