"claim_id","claim","evidence_status","source_id","locator","retrieval_date","supports_page","notes","interpretive_status","editorial_status","publication_status","status_reason","superseded_by"
"IH-270","The atlas must be extracted to JSON and every count generated from it.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L502","","","WORK ITEM 2 (Tier 0) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Status OPEN. Resolves contradiction X-01; until done no document prints a site count (HOLD list).","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-271","A lint.py or equivalent build gate is needed so typed numbers must equal data.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L503","","","WORK ITEM 3 (Tier 0) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Not built. A T4 proposal implementing Rule 14; the T4 architecture as a whole is not adopted by the owner.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-272","The deployed site must be counted and reconciled with ls.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L504","","","WORK ITEM 4 (Tier 0) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Resolves contradiction X-02.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-273","Live confirmation is needed that the two .md 404s are fixed, that the three self-contradictions are closed, that 'one individual' has been removed from steppe and endogamy-clock, and that the-curve title is corrected.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L505","","","WORK ITEM 5 (Tier 0) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Covers C-32/T3, X-15, C-16 6.1 and X-05. Section 12 lists all of these among the items whose completion could not be confirmed.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-274","Contradiction X-06 (the jati method and text set) must be resolved before V-02 is cited again.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L506","","","WORK ITEM 6 (Tier 0) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Blocks re-use of the jati = 0 finding.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-275","The RERUN word total must be corrected and the MANIFEST arithmetic fixed.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L507","","","WORK ITEM 7 (Tier 0) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Covers contradictions X-03 and the two MANIFEST arithmetic errors.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-276","The Melakeela-vs-Veli naming decision (D1 / HD-14) is the owner's to make; it blocks the prospectus sections A1 and A10, the deck, the domain, the landing copy and the brand.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L510","","","WORK ITEM 8 (Tier 1) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Owner-blocking. Also on the HOLD list: no external prospectus send until this is decided.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-277","The Cinduism ruling (VELI-06 A9) is awaiting the owner.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L511","","","WORK ITEM 9 (Tier 1) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Claude's overrule (R-16) was flagged for the owner's explicit ruling, which was not given.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-278","PENDING-RULES 1-19 must each be adopted, amended or rejected in writing.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L512","","","WORK ITEM 10 (Tier 1) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. None adopted except the anti-deflection law and the 1 Sep session note. Blocks work item 51.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-279","VELI-06 C4 items 1-8 (identity, brand, domains, the 'Where we stand' page, NFP incorporation, licensing, MVP scope and the section 20 deferral) await the owner.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L513","","","WORK ITEM 11 (Tier 1) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Listed among the Claude proposals not adopted.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-280","One MVP shape must be picked from the four successive proposals.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L514","","","WORK ITEM 12 (Tier 1) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Contradiction X-10, supersession chain S-10; none adopted.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-281","Which eight doors and which six numbers appear on the landing has not been chosen.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L515","","","WORK ITEM 13 (Tier 1) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Raised in T1 and still open.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-282","The 'Latin verses' item (WORKLIST 3.5) - which page it refers to - is unanswered.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L516","","","WORK ITEM 14 (Tier 1) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. The owner asked; the question is recorded as unanswered. Relates to the Griffith Latin renderings at V-16.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-283","Which pages need photographs, and their sources, must be decided.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L517","","","WORK ITEM 15 (Tier 1) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. No photographs are possible from Claude; open-licence or owner-supplied images are required.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-284","The three Vedic totals must be reconciled.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L520","","","WORK ITEM 16 (Tier 2) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Contradiction X-04; correction C-02, still OPEN.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-285","The '471 chariots vs 2 merchants' figure must be verified or removed from the landing.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L521","","","WORK ITEM 17 (Tier 2) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. The handoff calls this the highest-priority unrecorded headline number - VELI-03 backlog item 2, with no recorded query behind it.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-286","Sindhu 204, Sarasvati 75 and Ganges 1 need a lemma-verified re-run with a recorded query.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L522","","","WORK ITEM 18 (Tier 2) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. These are the replacement counts from the C-05 correction and are marked NEEDS-CHECK.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-287","The varna 23 human-applied split and the colour/skin count done right are owed.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L523","","","WORK ITEM 19 (Tier 2) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. WORKLIST 1.3; arises from C-07 and V-03.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-288","The jati sense-split must be labelled 'identified instances' everywhere.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L524","","","WORK ITEM 20 (Tier 2) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Arises from V-05: raw counts per 10,000 must be labelled pre-disambiguation.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-289","Synthesis sections 17-19 must be read; section 18 may be a ledger draft. This was never done.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L525","","","WORK ITEM 21 (Tier 2) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. The section 18 CLAIMS LEDGER was never read; see also work item 53.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-290","Every genetics citation must be pinned to version and date.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L526","","","WORK ITEM 22 (Tier 2) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Arises from C-12, the AHG preprint inversion, and principle 18.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-291","An audit is owed of which counts have a second-source check.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L527","","","WORK ITEM 23 (Tier 2) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-292","Griffith omissions beyond the three known must be checked systematically.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L528","","","WORK ITEM 24 (Tier 2) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Arises from V-16.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-293","The atlas assumed flags must be closed with one excavation report per row, for 145 rows.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L529","","","WORK ITEM 25 (Tier 2) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Arises from V-22: 54 of 199 site-class rows are dated from excavation reports and 145 are marked assumed.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-294","The Vellalar AHG figure must be obtained or all reference to it stopped.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L530","","","WORK ITEM 26 (Tier 2) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Currently NOT OBTAINED, with an instruction to state no number; also on the HOLD list.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-295","The vrihi absence needs one command to check.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L531","","","WORK ITEM 27 (Tier 2) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Raised in T1 and still open.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-296","The seafaring contradiction must be resolved.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L532","","","WORK ITEM 28 (Tier 2) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Contradiction X-14; correction C-36.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-297","The Danino page requires the Supreme Court order to be read directly.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L533","","","WORK ITEM 29 (Tier 2) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Correction C-35, status HELD; the T4 assessment's characterisation is itself secondary.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-298","Ali et al. 2014 team standing has never been checked.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L536","","","WORK ITEM 30 (Tier 3) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Named as owed in VELI-09 sections B and H and never run - C-25. Bears on hypothesis H-09.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-299","The east-vs-south excavation-coverage search and the Pataliputra-to-Patna toponym search are unrun.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L537","","","WORK ITEM 31 (Tier 3) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Named as owed in T2, 31 Aug - C-25. Bears on R-12.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-300","The sramana-roots search is unrun.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L538","","","WORK ITEM 32 (Tier 3) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Named as owed - C-25. Bears on hypothesis H-07.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-301","Damdama and Mahadaha absolute dates, the Indus death-rites to megalith to tribal correlation, ashmound global uniqueness, and ASI vs AASI precision for the deep south are all owed, and PENDING-RULE 19 makes them a gate for publishing contested deep-history claims.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L539","","","WORK ITEM 33 (Tier 3) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Named as owed in VELI-09 sections H and I - C-25. before-the-indus.html was built anyway and later had its headline downgraded (C-31). Also on the HOLD list.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-302","The r/l and v/y eastern-Prakrit substrate search is owed.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L540","","","WORK ITEM 34 (Tier 3) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Named as a targeted search owed - C-25.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-303","The jati-etymology Scite verification is owed.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L541","","","WORK ITEM 35 (Tier 3) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. PENDING-RULES 4 said verify before publishing; jatization.html was built anyway - C-25.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-304","The varna-mobility lead needs primary sources or must be dropped.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L542","","","WORK ITEM 36 (Tier 3) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Sourced only from Quora and wisdomlib and correctly flagged do-not-assert - hypothesis H-11, VELI-09 section P.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-305","The Reich timeline and quotes must be verified.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L543","","","WORK ITEM 37 (Tier 3) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Named as verify-before-building - C-25. Blocks the 'Academia as a battlefield' page.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-306","Kerdoncuff et al. 2024 publication status must be checked.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L544","","","WORK ITEM 38 (Tier 3) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Named as owed - C-25.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-307","Pathak, Narayan and Sequeira funding must be verified.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L545","","","WORK ITEM 39 (Tier 3) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. All three UNVERIFIED per C-24; the rule is to say so rather than guess.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-308","The Witzel primaries - Witzel 1999 and 2019, Kuiper 1991 and Mayrhofer - must be read directly, after which every dependent claim must be re-statused.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L546","","","WORK ITEM 40 (Tier 3) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Correction C-18: every Witzel position on the platform is currently second-hand and HELD under Rule 7.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-309","The citation history for 'Who gets to be speculative' must be assembled or the page dropped.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L547","","","WORK ITEM 41 (Tier 3) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Hypothesis H-10; no citation history was ever assembled, and the page is on the HOLD list.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-310","Shinde 2019's exact wording on the Irula must be checked.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L548","","","WORK ITEM 42 (Tier 3) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Correction C-16 6.2, status HELD.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-311","Beteille 1996 must be accessed directly.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L549","","","WORK ITEM 43 (Tier 3) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Currently cited through Kumar & Choudhury, itself a demoted source under C-26/R-20.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-312","The Dr. G. Sundar / RMRL bridge verification is owed and is T5's top task.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L550","","","WORK ITEM 44 (Tier 3) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Described in the T5 files as the most important single verification task.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-313","Every [VERIFY] row in the VELI-11 funding taxonomy, and the DMC 2027 guidelines, must be verified.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L551","","","WORK ITEM 45 (Tier 3) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. P-25 carries a re-verification caveat for autumn 2027.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-314","Tamil-dictionary and native-speaker confirmation is owed for mela/kila, suvadu, adukku, nokku, tinai, navalam and porul, along with trademark and handle checks.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L552","","","WORK ITEM 46 (Tier 3) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. External-research item 1, VELI-06 C5.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-315","The claims ledger must be built as a live page; it is Tier 1.1 in every file and is described as the product.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L555","","","WORK ITEM 47 (Tier 4) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Blocks the outreach sequence (work item 59).","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-316",".cite block retrofit is owed across ~80 pages.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L556","","","WORK ITEM 48 (Tier 4) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Correction C-29; three pages were converted and the rest are owed.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-317","Re-attribution on jatization and birth-was-not-always-destiny must be confirmed done.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L557","","","WORK ITEM 49 (Tier 4) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Correction C-26; recorded as owed next pass and listed in section 12 among the unconfirmed items.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-318","The external review's still-owed list must be worked: homepage reduced to ~3-4 screens, /enter as a foyer, and rendering and accessibility fixes including opacity-0 without fallback on 50 pages, reduced-motion on only 51, contrast, mobile, keyboard and no-JS handling, palette division, 25 pages with no inbound link, site search, exhibit taxonomy, page-type classification and publication statuses.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L558","","","WORK ITEM 50 (Tier 4) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Recorded in the T2 open questions at L368.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-319","Split, chart and emphasis passes on the older pages are owed, pending the PENDING-RULES 1-2 decision.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L559","","","WORK ITEM 51 (Tier 4) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. VELI-04 1.2-1.4; blocked by work item 10. Current audit figures: 34 chartless, 11 oversized, 25 over emphasis (S-08).","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-320","Index cards exist for 6 of 58 pages and are owed for all.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L560","","","WORK ITEM 52 (Tier 4) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-321","The synthesis archive must be updated; section 21 is missing and sections 25-38 are absent.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L561","","","WORK ITEM 53 (Tier 4) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. See also work item 21: section 18, the CLAIMS LEDGER, was never read.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-322","~145 image-only slides and 318 orphaned footnotes are outstanding.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L562","","","WORK ITEM 54 (Tier 4) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-323","Satapatha disambiguation (which needs a Sanskrit segmenter), the Saunaka Atharvaveda pull and a clean Chandogya text are owed.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L563","","","WORK ITEM 55 (Tier 4) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. The Saunaka AV was NOT FOUND in five searches and the commentary-free Chandogya is NOT FOUND - C-03. Satapatha disambiguation blocks resolution of X-06.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-324","Tamil corpora must be acquired, and the owner supplies them.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L564","","","WORK ITEM 56 (Tier 4) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Sangam, Tolkappiyam and Tevaram are NOT OBTAINED per the section 8 HELD register.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-325","A page-by-page claim review of every Claude-built page is owed.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L565","","","WORK ITEM 57 (Tier 4) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Contradiction X-19 and owner decision HD-13: the batch-16 sweep checked sourcing markers, not claims, and does not discharge the owner's instruction.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-326","The editorial-accountability layer for the Sources page - who signs, a corrections log, a right of reply - is owed.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L566","","","WORK ITEM 58 (Tier 4) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Rule 6 and VELI-06 B3 both require it and nothing is built; identified in T4.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-327","The T5 outreach sequence can begin only after work items 8 and 47 exist; nothing has been sent.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L567","","","WORK ITEM 59 (Tier 4) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. The nine outreach roles are sequenced, with the slow ones first: evaluator, institutional partners and research council now; school, elders and donors only after a playable prototype.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-328","Incorporation, targeted at around September 2026, is needed to start the DMC clock for December 2027.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L568","","","WORK ITEM 60 (Tier 4) in the handoff's ranked list of sixty. Status codes in use: OPEN, OWED (named in a file as next pass and not confirmed done), HELD, HOLD. Arises from C-39 and P-25.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-329","Must not proceed: Any page count, site count or corpus total in public copy until Tier 0 items 2-7 are done.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L571","","","HOLD item in the handoff's section 10. Blocked by contradictions X-01 to X-04. Under CLAUDE.md a HOLD blocked on source access is recorded in 05-HOLDS/.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-330","Must not proceed: The page 'Who gets to be speculative' until the evidence for hypothesis H-10 exists.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L572","","","HOLD item in the handoff's section 10. No citation history was ever assembled - C-25, C-17. Under CLAUDE.md a HOLD blocked on source access is recorded in 05-HOLDS/.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-331","Must not proceed: Any deep-history contested claim gated by work item 33.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L573","","","HOLD item in the handoff's section 10. PENDING-RULE 19. Under CLAUDE.md a HOLD blocked on source access is recorded in 05-HOLDS/.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-332","Must not proceed: Any external prospectus send until the D1 naming decision is made and contradiction X-01 is resolved.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L574","","","HOLD item in the handoff's section 10. VELI-13 B1; blocked by HD-14 and the C-40 inventory conflict. Under CLAUDE.md a HOLD blocked on source access is recorded in 05-HOLDS/.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-333","Must not proceed: The tripod artefact, Sarazm I4290/I4910, and the Vellalar AHG number.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L575","","","HOLD item in the handoff's section 10. The Vellalar AHG figure is NOT OBTAINED per C-12; Sarazm is recorded as unmapped. Under CLAUDE.md a HOLD blocked on source access is recorded in 05-HOLDS/.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-334","Must not proceed: Production HTML by Claude Chat - the Rules message assigns research and drafting to Claude Chat and implementation to Claude Code after checkpoint.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L576","","","HOLD item in the handoff's section 10. A division-of-labour constraint carried in the Rules message. Under CLAUDE.md a HOLD blocked on source access is recorded in 05-HOLDS/.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-335","The standing rules are in addition to the Rules message and VELI-01 section 4; a later agent should treat them as binding operational discipline, and where they overlap with PENDING-RULES they are marked.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L582","","","Preamble to the 26 standing rules. Note the tension: PENDING-RULES are recorded at L197 as proposed and NOT adopted by the owner, yet rules 24 and 13 cite them.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
