"join_id","claim_id","register","source_id","source_ordinal_in_cell","evidence_role","locator","locator_basis","independence_group","notes"
"CS-05608","PUR-P-001","03-REGISTERS/rigveda-pur-passages.csv","SRC-022","4","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-001","row-reference-only","IG-041",""
"CS-05609","PUR-P-001","03-REGISTERS/rigveda-pur-passages.csv","SRC-023","5","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-001","row-reference-only","IG-041",""
"CS-05610","PUR-P-001","03-REGISTERS/rigveda-pur-passages.csv","SRC-070","6","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-001","row-reference-only","IG-053",""
"CS-05611","PUR-P-001","03-REGISTERS/rigveda-pur-passages.csv","SRC-071","7","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-001","row-reference-only","IG-041",""
"CS-05612","PUR-P-001","03-REGISTERS/rigveda-pur-passages.csv","SRC-072","8","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-001","row-reference-only","IG-055",""
"CS-05613","PUR-P-001","03-REGISTERS/rigveda-pur-passages.csv","SRC-073","9","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-001","row-reference-only","IG-054",""
"CS-05614","PUR-P-001","03-REGISTERS/rigveda-pur-passages.csv","SRC-074","10","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-001","row-reference-only","IG-041",""
"CS-05615","PUR-P-001","03-REGISTERS/rigveda-pur-passages.csv","SRC-075","11","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-001","row-reference-only","IG-055",""
"CS-05616","PUR-P-001","03-REGISTERS/rigveda-pur-passages.csv","SRC-076","12","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-001","row-reference-only","IG-056",""
"CS-05617","PUR-P-001","03-REGISTERS/rigveda-pur-passages.csv","SRC-077","13","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-001","row-reference-only","IG-057",""
"CS-05618","PUR-P-002","03-REGISTERS/rigveda-pur-passages.csv","SRC-069","1","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-002","row-reference-only","IG-052",""
"CS-05619","PUR-P-002","03-REGISTERS/rigveda-pur-passages.csv","SRC-020","2","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-002","row-reference-only","IG-019",""
"CS-05620","PUR-P-002","03-REGISTERS/rigveda-pur-passages.csv","SRC-021","3","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-002","row-reference-only","IG-041",""
"CS-05621","PUR-P-002","03-REGISTERS/rigveda-pur-passages.csv","SRC-022","4","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-002","row-reference-only","IG-041",""
"CS-05622","PUR-P-002","03-REGISTERS/rigveda-pur-passages.csv","SRC-023","5","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-002","row-reference-only","IG-041",""
"CS-05623","PUR-P-002","03-REGISTERS/rigveda-pur-passages.csv","SRC-070","6","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-002","row-reference-only","IG-053",""
"CS-05624","PUR-P-002","03-REGISTERS/rigveda-pur-passages.csv","SRC-071","7","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-002","row-reference-only","IG-041",""
"CS-05625","PUR-P-002","03-REGISTERS/rigveda-pur-passages.csv","SRC-072","8","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-002","row-reference-only","IG-055",""
"CS-05626","PUR-P-002","03-REGISTERS/rigveda-pur-passages.csv","SRC-073","9","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-002","row-reference-only","IG-054",""
"CS-05627","PUR-P-002","03-REGISTERS/rigveda-pur-passages.csv","SRC-074","10","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-002","row-reference-only","IG-041",""
"CS-05628","PUR-P-002","03-REGISTERS/rigveda-pur-passages.csv","SRC-075","11","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-002","row-reference-only","IG-055",""
"CS-05629","PUR-P-002","03-REGISTERS/rigveda-pur-passages.csv","SRC-076","12","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-002","row-reference-only","IG-056",""
"CS-05630","PUR-P-002","03-REGISTERS/rigveda-pur-passages.csv","SRC-077","13","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-002","row-reference-only","IG-057",""
"CS-05631","PUR-P-003","03-REGISTERS/rigveda-pur-passages.csv","SRC-069","1","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-003","row-reference-only","IG-052",""
"CS-05632","PUR-P-003","03-REGISTERS/rigveda-pur-passages.csv","SRC-020","2","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-003","row-reference-only","IG-019",""
"CS-05633","PUR-P-003","03-REGISTERS/rigveda-pur-passages.csv","SRC-021","3","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-003","row-reference-only","IG-041",""
"CS-05634","PUR-P-003","03-REGISTERS/rigveda-pur-passages.csv","SRC-022","4","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-003","row-reference-only","IG-041",""
"CS-05635","PUR-P-003","03-REGISTERS/rigveda-pur-passages.csv","SRC-023","5","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-003","row-reference-only","IG-041",""
"CS-05636","PUR-P-003","03-REGISTERS/rigveda-pur-passages.csv","SRC-070","6","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-003","row-reference-only","IG-053",""
"CS-05637","PUR-P-003","03-REGISTERS/rigveda-pur-passages.csv","SRC-071","7","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-003","row-reference-only","IG-041",""
"CS-05638","PUR-P-003","03-REGISTERS/rigveda-pur-passages.csv","SRC-072","8","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-003","row-reference-only","IG-055",""
"CS-05639","PUR-P-003","03-REGISTERS/rigveda-pur-passages.csv","SRC-073","9","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-003","row-reference-only","IG-054",""
"CS-05640","PUR-P-003","03-REGISTERS/rigveda-pur-passages.csv","SRC-074","10","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-003","row-reference-only","IG-041",""
"CS-05641","PUR-P-003","03-REGISTERS/rigveda-pur-passages.csv","SRC-075","11","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-003","row-reference-only","IG-055",""
"CS-05642","PUR-P-003","03-REGISTERS/rigveda-pur-passages.csv","SRC-076","12","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-003","row-reference-only","IG-056",""
"CS-05643","PUR-P-003","03-REGISTERS/rigveda-pur-passages.csv","SRC-077","13","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-003","row-reference-only","IG-057",""
"CS-05644","PUR-P-004","03-REGISTERS/rigveda-pur-passages.csv","SRC-069","1","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-004","row-reference-only","IG-052",""
"CS-05645","PUR-P-004","03-REGISTERS/rigveda-pur-passages.csv","SRC-020","2","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-004","row-reference-only","IG-019",""
"CS-05646","PUR-P-004","03-REGISTERS/rigveda-pur-passages.csv","SRC-021","3","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-004","row-reference-only","IG-041",""
"CS-05647","PUR-P-004","03-REGISTERS/rigveda-pur-passages.csv","SRC-022","4","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-004","row-reference-only","IG-041",""
"CS-05648","PUR-P-004","03-REGISTERS/rigveda-pur-passages.csv","SRC-023","5","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-004","row-reference-only","IG-041",""
"CS-05649","PUR-P-004","03-REGISTERS/rigveda-pur-passages.csv","SRC-070","6","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-004","row-reference-only","IG-053",""
"CS-05650","PUR-P-004","03-REGISTERS/rigveda-pur-passages.csv","SRC-071","7","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-004","row-reference-only","IG-041",""
"CS-05651","PUR-P-004","03-REGISTERS/rigveda-pur-passages.csv","SRC-072","8","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-004","row-reference-only","IG-055",""
"CS-05652","PUR-P-004","03-REGISTERS/rigveda-pur-passages.csv","SRC-073","9","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-004","row-reference-only","IG-054",""
"CS-05653","PUR-P-004","03-REGISTERS/rigveda-pur-passages.csv","SRC-074","10","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-004","row-reference-only","IG-041",""
"CS-05654","PUR-P-004","03-REGISTERS/rigveda-pur-passages.csv","SRC-075","11","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-004","row-reference-only","IG-055",""
"CS-05655","PUR-P-004","03-REGISTERS/rigveda-pur-passages.csv","SRC-076","12","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-004","row-reference-only","IG-056",""
"CS-05656","PUR-P-004","03-REGISTERS/rigveda-pur-passages.csv","SRC-077","13","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-004","row-reference-only","IG-057",""
"CS-05657","PUR-P-005","03-REGISTERS/rigveda-pur-passages.csv","SRC-069","1","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-005","row-reference-only","IG-052",""
"CS-05658","PUR-P-005","03-REGISTERS/rigveda-pur-passages.csv","SRC-020","2","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-005","row-reference-only","IG-019",""
"CS-05659","PUR-P-005","03-REGISTERS/rigveda-pur-passages.csv","SRC-021","3","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-005","row-reference-only","IG-041",""
"CS-05660","PUR-P-005","03-REGISTERS/rigveda-pur-passages.csv","SRC-022","4","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-005","row-reference-only","IG-041",""
"CS-05661","PUR-P-005","03-REGISTERS/rigveda-pur-passages.csv","SRC-023","5","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-005","row-reference-only","IG-041",""
"CS-05662","PUR-P-005","03-REGISTERS/rigveda-pur-passages.csv","SRC-070","6","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-005","row-reference-only","IG-053",""
"CS-05663","PUR-P-005","03-REGISTERS/rigveda-pur-passages.csv","SRC-071","7","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-005","row-reference-only","IG-041",""
"CS-05664","PUR-P-005","03-REGISTERS/rigveda-pur-passages.csv","SRC-072","8","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-005","row-reference-only","IG-055",""
"CS-05665","PUR-P-005","03-REGISTERS/rigveda-pur-passages.csv","SRC-073","9","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-005","row-reference-only","IG-054",""
"CS-05666","PUR-P-005","03-REGISTERS/rigveda-pur-passages.csv","SRC-074","10","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-005","row-reference-only","IG-041",""
"CS-05667","PUR-P-005","03-REGISTERS/rigveda-pur-passages.csv","SRC-075","11","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-005","row-reference-only","IG-055",""
"CS-05668","PUR-P-005","03-REGISTERS/rigveda-pur-passages.csv","SRC-076","12","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-005","row-reference-only","IG-056",""
"CS-05669","PUR-P-005","03-REGISTERS/rigveda-pur-passages.csv","SRC-077","13","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-005","row-reference-only","IG-057",""
"CS-05670","PUR-P-006","03-REGISTERS/rigveda-pur-passages.csv","SRC-069","1","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-006","row-reference-only","IG-052",""
"CS-05671","PUR-P-006","03-REGISTERS/rigveda-pur-passages.csv","SRC-020","2","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-006","row-reference-only","IG-019",""
"CS-05672","PUR-P-006","03-REGISTERS/rigveda-pur-passages.csv","SRC-021","3","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-006","row-reference-only","IG-041",""
"CS-05673","PUR-P-006","03-REGISTERS/rigveda-pur-passages.csv","SRC-022","4","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-006","row-reference-only","IG-041",""
"CS-05674","PUR-P-006","03-REGISTERS/rigveda-pur-passages.csv","SRC-023","5","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-006","row-reference-only","IG-041",""
"CS-05675","PUR-P-006","03-REGISTERS/rigveda-pur-passages.csv","SRC-070","6","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-006","row-reference-only","IG-053",""
"CS-05676","PUR-P-006","03-REGISTERS/rigveda-pur-passages.csv","SRC-071","7","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-006","row-reference-only","IG-041",""
"CS-05677","PUR-P-006","03-REGISTERS/rigveda-pur-passages.csv","SRC-072","8","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-006","row-reference-only","IG-055",""
"CS-05678","PUR-P-006","03-REGISTERS/rigveda-pur-passages.csv","SRC-073","9","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-006","row-reference-only","IG-054",""
"CS-05679","PUR-P-006","03-REGISTERS/rigveda-pur-passages.csv","SRC-074","10","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-006","row-reference-only","IG-041",""
"CS-05680","PUR-P-006","03-REGISTERS/rigveda-pur-passages.csv","SRC-075","11","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-006","row-reference-only","IG-055",""
"CS-05681","PUR-P-006","03-REGISTERS/rigveda-pur-passages.csv","SRC-076","12","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-006","row-reference-only","IG-056",""
"CS-05682","PUR-P-006","03-REGISTERS/rigveda-pur-passages.csv","SRC-077","13","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-006","row-reference-only","IG-057",""
"CS-05683","PUR-P-007","03-REGISTERS/rigveda-pur-passages.csv","SRC-069","1","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-007","row-reference-only","IG-052",""
"CS-05684","PUR-P-007","03-REGISTERS/rigveda-pur-passages.csv","SRC-020","2","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-007","row-reference-only","IG-019",""
"CS-05685","PUR-P-007","03-REGISTERS/rigveda-pur-passages.csv","SRC-021","3","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-007","row-reference-only","IG-041",""
"CS-05686","PUR-P-007","03-REGISTERS/rigveda-pur-passages.csv","SRC-022","4","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-007","row-reference-only","IG-041",""
"CS-05687","PUR-P-007","03-REGISTERS/rigveda-pur-passages.csv","SRC-023","5","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-007","row-reference-only","IG-041",""
"CS-05688","PUR-P-007","03-REGISTERS/rigveda-pur-passages.csv","SRC-070","6","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-007","row-reference-only","IG-053",""
"CS-05689","PUR-P-007","03-REGISTERS/rigveda-pur-passages.csv","SRC-071","7","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-007","row-reference-only","IG-041",""
"CS-05690","PUR-P-007","03-REGISTERS/rigveda-pur-passages.csv","SRC-072","8","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-007","row-reference-only","IG-055",""
"CS-05691","PUR-P-007","03-REGISTERS/rigveda-pur-passages.csv","SRC-073","9","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-007","row-reference-only","IG-054",""
"CS-05692","PUR-P-007","03-REGISTERS/rigveda-pur-passages.csv","SRC-074","10","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-007","row-reference-only","IG-041",""
"CS-05693","PUR-P-007","03-REGISTERS/rigveda-pur-passages.csv","SRC-075","11","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-007","row-reference-only","IG-055",""
"CS-05694","PUR-P-007","03-REGISTERS/rigveda-pur-passages.csv","SRC-076","12","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-007","row-reference-only","IG-056",""
"CS-05695","PUR-P-007","03-REGISTERS/rigveda-pur-passages.csv","SRC-077","13","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-007","row-reference-only","IG-057",""
"CS-05696","PUR-P-008","03-REGISTERS/rigveda-pur-passages.csv","SRC-069","1","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-008","row-reference-only","IG-052",""
"CS-05697","PUR-P-008","03-REGISTERS/rigveda-pur-passages.csv","SRC-020","2","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-008","row-reference-only","IG-019",""
"CS-05698","PUR-P-008","03-REGISTERS/rigveda-pur-passages.csv","SRC-021","3","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-008","row-reference-only","IG-041",""
"CS-05699","PUR-P-008","03-REGISTERS/rigveda-pur-passages.csv","SRC-022","4","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-008","row-reference-only","IG-041",""
"CS-05700","PUR-P-008","03-REGISTERS/rigveda-pur-passages.csv","SRC-023","5","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-008","row-reference-only","IG-041",""
"CS-05701","PUR-P-008","03-REGISTERS/rigveda-pur-passages.csv","SRC-070","6","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-008","row-reference-only","IG-053",""
"CS-05702","PUR-P-008","03-REGISTERS/rigveda-pur-passages.csv","SRC-071","7","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-008","row-reference-only","IG-041",""
"CS-05703","PUR-P-008","03-REGISTERS/rigveda-pur-passages.csv","SRC-072","8","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-008","row-reference-only","IG-055",""
"CS-05704","PUR-P-008","03-REGISTERS/rigveda-pur-passages.csv","SRC-073","9","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-008","row-reference-only","IG-054",""
"CS-05705","PUR-P-008","03-REGISTERS/rigveda-pur-passages.csv","SRC-074","10","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-008","row-reference-only","IG-041",""
"CS-05706","PUR-P-008","03-REGISTERS/rigveda-pur-passages.csv","SRC-075","11","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-008","row-reference-only","IG-055",""
"CS-05707","PUR-P-008","03-REGISTERS/rigveda-pur-passages.csv","SRC-076","12","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-008","row-reference-only","IG-056",""
"CS-05708","PUR-P-008","03-REGISTERS/rigveda-pur-passages.csv","SRC-077","13","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-008","row-reference-only","IG-057",""
"CS-05709","PUR-P-009","03-REGISTERS/rigveda-pur-passages.csv","SRC-069","1","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-009","row-reference-only","IG-052",""
"CS-05710","PUR-P-009","03-REGISTERS/rigveda-pur-passages.csv","SRC-020","2","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-009","row-reference-only","IG-019",""
"CS-05711","PUR-P-009","03-REGISTERS/rigveda-pur-passages.csv","SRC-021","3","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-009","row-reference-only","IG-041",""
"CS-05712","PUR-P-009","03-REGISTERS/rigveda-pur-passages.csv","SRC-022","4","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-009","row-reference-only","IG-041",""
"CS-05713","PUR-P-009","03-REGISTERS/rigveda-pur-passages.csv","SRC-023","5","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-009","row-reference-only","IG-041",""
"CS-05714","PUR-P-009","03-REGISTERS/rigveda-pur-passages.csv","SRC-070","6","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-009","row-reference-only","IG-053",""
"CS-05715","PUR-P-009","03-REGISTERS/rigveda-pur-passages.csv","SRC-071","7","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-009","row-reference-only","IG-041",""
"CS-05716","PUR-P-009","03-REGISTERS/rigveda-pur-passages.csv","SRC-072","8","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-009","row-reference-only","IG-055",""
"CS-05717","PUR-P-009","03-REGISTERS/rigveda-pur-passages.csv","SRC-073","9","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-009","row-reference-only","IG-054",""
"CS-05718","PUR-P-009","03-REGISTERS/rigveda-pur-passages.csv","SRC-074","10","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-009","row-reference-only","IG-041",""
"CS-05719","PUR-P-009","03-REGISTERS/rigveda-pur-passages.csv","SRC-075","11","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-009","row-reference-only","IG-055",""
"CS-05720","PUR-P-009","03-REGISTERS/rigveda-pur-passages.csv","SRC-076","12","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-009","row-reference-only","IG-056",""
"CS-05721","PUR-P-009","03-REGISTERS/rigveda-pur-passages.csv","SRC-077","13","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-009","row-reference-only","IG-057",""
"CS-05722","PUR-P-010","03-REGISTERS/rigveda-pur-passages.csv","SRC-069","1","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-010","row-reference-only","IG-052",""
"CS-05723","PUR-P-010","03-REGISTERS/rigveda-pur-passages.csv","SRC-020","2","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-010","row-reference-only","IG-019",""
"CS-05724","PUR-P-010","03-REGISTERS/rigveda-pur-passages.csv","SRC-021","3","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-010","row-reference-only","IG-041",""
"CS-05725","PUR-P-010","03-REGISTERS/rigveda-pur-passages.csv","SRC-022","4","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-010","row-reference-only","IG-041",""
"CS-05726","PUR-P-010","03-REGISTERS/rigveda-pur-passages.csv","SRC-023","5","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-010","row-reference-only","IG-041",""
"CS-05727","PUR-P-010","03-REGISTERS/rigveda-pur-passages.csv","SRC-070","6","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-010","row-reference-only","IG-053",""
"CS-05728","PUR-P-010","03-REGISTERS/rigveda-pur-passages.csv","SRC-071","7","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-010","row-reference-only","IG-041",""
"CS-05729","PUR-P-010","03-REGISTERS/rigveda-pur-passages.csv","SRC-072","8","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-010","row-reference-only","IG-055",""
"CS-05730","PUR-P-010","03-REGISTERS/rigveda-pur-passages.csv","SRC-073","9","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-010","row-reference-only","IG-054",""
"CS-05731","PUR-P-010","03-REGISTERS/rigveda-pur-passages.csv","SRC-074","10","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-010","row-reference-only","IG-041",""
"CS-05732","PUR-P-010","03-REGISTERS/rigveda-pur-passages.csv","SRC-075","11","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-010","row-reference-only","IG-055",""
"CS-05733","PUR-P-010","03-REGISTERS/rigveda-pur-passages.csv","SRC-076","12","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-010","row-reference-only","IG-056",""
"CS-05734","PUR-P-010","03-REGISTERS/rigveda-pur-passages.csv","SRC-077","13","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-010","row-reference-only","IG-057",""
"CS-05735","PUR-P-011","03-REGISTERS/rigveda-pur-passages.csv","SRC-069","1","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-011","row-reference-only","IG-052",""
"CS-05736","PUR-P-011","03-REGISTERS/rigveda-pur-passages.csv","SRC-020","2","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-011","row-reference-only","IG-019",""
"CS-05737","PUR-P-011","03-REGISTERS/rigveda-pur-passages.csv","SRC-021","3","PRIMARY-SOURCE","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-011","row-reference-only","IG-041",""
"CS-05738","PUR-P-011","03-REGISTERS/rigveda-pur-passages.csv","SRC-022","4","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-011","row-reference-only","IG-041",""
"CS-05739","PUR-P-011","03-REGISTERS/rigveda-pur-passages.csv","SRC-023","5","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-011","row-reference-only","IG-041",""
"CS-05740","PUR-P-011","03-REGISTERS/rigveda-pur-passages.csv","SRC-070","6","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-011","row-reference-only","IG-053",""
"CS-05741","PUR-P-011","03-REGISTERS/rigveda-pur-passages.csv","SRC-071","7","ANALYTICAL-LAYER","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-011","row-reference-only","IG-041",""
"CS-05742","PUR-P-011","03-REGISTERS/rigveda-pur-passages.csv","SRC-072","8","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-011","row-reference-only","IG-055",""
"CS-05743","PUR-P-011","03-REGISTERS/rigveda-pur-passages.csv","SRC-073","9","TRANSLATION","03-REGISTERS/rigveda-pur-passages.csv#PUR-P-011","row-reference-only","IG-054",""
