"claim_id","register","register_line","evidence_status","interpretive_status","editorial_status","publication_status","status_reason","superseded_by","migrated_from_status_cell","migration_state","migration_hold"
"IH-308","03-REGISTERS/inherited-claims.csv","309","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-309","03-REGISTERS/inherited-claims.csv","310","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-310","03-REGISTERS/inherited-claims.csv","311","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-311","03-REGISTERS/inherited-claims.csv","312","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-312","03-REGISTERS/inherited-claims.csv","313","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-313","03-REGISTERS/inherited-claims.csv","314","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-314","03-REGISTERS/inherited-claims.csv","315","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-315","03-REGISTERS/inherited-claims.csv","316","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-316","03-REGISTERS/inherited-claims.csv","317","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-317","03-REGISTERS/inherited-claims.csv","318","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-318","03-REGISTERS/inherited-claims.csv","319","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-319","03-REGISTERS/inherited-claims.csv","320","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-320","03-REGISTERS/inherited-claims.csv","321","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-321","03-REGISTERS/inherited-claims.csv","322","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-322","03-REGISTERS/inherited-claims.csv","323","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-323","03-REGISTERS/inherited-claims.csv","324","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-324","03-REGISTERS/inherited-claims.csv","325","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-325","03-REGISTERS/inherited-claims.csv","326","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-326","03-REGISTERS/inherited-claims.csv","327","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-327","03-REGISTERS/inherited-claims.csv","328","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-328","03-REGISTERS/inherited-claims.csv","329","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-329","03-REGISTERS/inherited-claims.csv","330","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-330","03-REGISTERS/inherited-claims.csv","331","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-331","03-REGISTERS/inherited-claims.csv","332","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-332","03-REGISTERS/inherited-claims.csv","333","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-333","03-REGISTERS/inherited-claims.csv","334","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-334","03-REGISTERS/inherited-claims.csv","335","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-335","03-REGISTERS/inherited-claims.csv","336","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-336","03-REGISTERS/inherited-claims.csv","337","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-337","03-REGISTERS/inherited-claims.csv","338","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-338","03-REGISTERS/inherited-claims.csv","339","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-339","03-REGISTERS/inherited-claims.csv","340","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-340","03-REGISTERS/inherited-claims.csv","341","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-341","03-REGISTERS/inherited-claims.csv","342","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-342","03-REGISTERS/inherited-claims.csv","343","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-343","03-REGISTERS/inherited-claims.csv","344","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-344","03-REGISTERS/inherited-claims.csv","345","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-345","03-REGISTERS/inherited-claims.csv","346","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-346","03-REGISTERS/inherited-claims.csv","347","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-347","03-REGISTERS/inherited-claims.csv","348","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-348","03-REGISTERS/inherited-claims.csv","349","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-349","03-REGISTERS/inherited-claims.csv","350","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-350","03-REGISTERS/inherited-claims.csv","351","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-351","03-REGISTERS/inherited-claims.csv","352","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-352","03-REGISTERS/inherited-claims.csv","353","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-353","03-REGISTERS/inherited-claims.csv","354","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-354","03-REGISTERS/inherited-claims.csv","355","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-355","03-REGISTERS/inherited-claims.csv","356","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-356","03-REGISTERS/inherited-claims.csv","357","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-357","03-REGISTERS/inherited-claims.csv","358","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-358","03-REGISTERS/inherited-claims.csv","359","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-359","03-REGISTERS/inherited-claims.csv","360","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-360","03-REGISTERS/inherited-claims.csv","361","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-361","03-REGISTERS/inherited-claims.csv","362","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-362","03-REGISTERS/inherited-claims.csv","363","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-363","03-REGISTERS/inherited-claims.csv","364","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-364","03-REGISTERS/inherited-claims.csv","365","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-365","03-REGISTERS/inherited-claims.csv","366","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-366","03-REGISTERS/inherited-claims.csv","367","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-367","03-REGISTERS/inherited-claims.csv","368","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-368","03-REGISTERS/inherited-claims.csv","369","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"IH-369","03-REGISTERS/inherited-claims.csv","370","INHERITED-UNVERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","","","INHERITED-UNVERIFIED","MIGRATED",""
"PUR4J-001","03-REGISTERS/rigveda-pur-4j-claims.csv","2","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR4J-002","03-REGISTERS/rigveda-pur-4j-claims.csv","3","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR4J-003","03-REGISTERS/rigveda-pur-4j-claims.csv","4","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR4J-004","03-REGISTERS/rigveda-pur-4j-claims.csv","5","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR4J-005","03-REGISTERS/rigveda-pur-4j-claims.csv","6","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR4J-006","03-REGISTERS/rigveda-pur-4j-claims.csv","7","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR4J-007","03-REGISTERS/rigveda-pur-4j-claims.csv","8","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR4J-008","03-REGISTERS/rigveda-pur-4j-claims.csv","9","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR4J-009","03-REGISTERS/rigveda-pur-4j-claims.csv","10","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR4J-010","03-REGISTERS/rigveda-pur-4j-claims.csv","11","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR4J-011","03-REGISTERS/rigveda-pur-4j-claims.csv","12","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR4J-012","03-REGISTERS/rigveda-pur-4j-claims.csv","13","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR4J-013","03-REGISTERS/rigveda-pur-4j-claims.csv","14","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR4J-014","03-REGISTERS/rigveda-pur-4j-claims.csv","15","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR4J-015","03-REGISTERS/rigveda-pur-4j-claims.csv","16","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR4J-016","03-REGISTERS/rigveda-pur-4j-claims.csv","17","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR4J-017","03-REGISTERS/rigveda-pur-4j-claims.csv","18","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR4J-018","03-REGISTERS/rigveda-pur-4j-claims.csv","19","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR4J-019","03-REGISTERS/rigveda-pur-4j-claims.csv","20","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR4J-020","03-REGISTERS/rigveda-pur-4j-claims.csv","21","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR4J-021","03-REGISTERS/rigveda-pur-4j-claims.csv","22","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR4J-022","03-REGISTERS/rigveda-pur-4j-claims.csv","23","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR4J-023","03-REGISTERS/rigveda-pur-4j-claims.csv","24","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR4J-024","03-REGISTERS/rigveda-pur-4j-claims.csv","25","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR4J-025","03-REGISTERS/rigveda-pur-4j-claims.csv","26","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR4J-026","03-REGISTERS/rigveda-pur-4j-claims.csv","27","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR4J-027","03-REGISTERS/rigveda-pur-4j-claims.csv","28","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR4J-028","03-REGISTERS/rigveda-pur-4j-claims.csv","29","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR4J-029","03-REGISTERS/rigveda-pur-4j-claims.csv","30","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR4J-030","03-REGISTERS/rigveda-pur-4j-claims.csv","31","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR4J-031","03-REGISTERS/rigveda-pur-4j-claims.csv","32","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR4J-032","03-REGISTERS/rigveda-pur-4j-claims.csv","33","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR4J-I-01","03-REGISTERS/rigveda-pur-4j-interpretations.csv","2","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR4J-I-02","03-REGISTERS/rigveda-pur-4j-interpretations.csv","3","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR4J-I-03","03-REGISTERS/rigveda-pur-4j-interpretations.csv","4","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-N-001","03-REGISTERS/rigveda-pur-counts.csv","2","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-002","03-REGISTERS/rigveda-pur-counts.csv","3","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-003","03-REGISTERS/rigveda-pur-counts.csv","4","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-004","03-REGISTERS/rigveda-pur-counts.csv","5","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-005","03-REGISTERS/rigveda-pur-counts.csv","6","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-006","03-REGISTERS/rigveda-pur-counts.csv","7","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-007","03-REGISTERS/rigveda-pur-counts.csv","8","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-008","03-REGISTERS/rigveda-pur-counts.csv","9","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-009","03-REGISTERS/rigveda-pur-counts.csv","10","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-010","03-REGISTERS/rigveda-pur-counts.csv","11","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-011","03-REGISTERS/rigveda-pur-counts.csv","12","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-012","03-REGISTERS/rigveda-pur-counts.csv","13","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-013","03-REGISTERS/rigveda-pur-counts.csv","14","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-014","03-REGISTERS/rigveda-pur-counts.csv","15","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-015","03-REGISTERS/rigveda-pur-counts.csv","16","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-016","03-REGISTERS/rigveda-pur-counts.csv","17","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-017","03-REGISTERS/rigveda-pur-counts.csv","18","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-018","03-REGISTERS/rigveda-pur-counts.csv","19","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-019","03-REGISTERS/rigveda-pur-counts.csv","20","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-020","03-REGISTERS/rigveda-pur-counts.csv","21","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-021","03-REGISTERS/rigveda-pur-counts.csv","22","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-022","03-REGISTERS/rigveda-pur-counts.csv","23","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-023","03-REGISTERS/rigveda-pur-counts.csv","24","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-024","03-REGISTERS/rigveda-pur-counts.csv","25","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-025","03-REGISTERS/rigveda-pur-counts.csv","26","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-026","03-REGISTERS/rigveda-pur-counts.csv","27","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-027","03-REGISTERS/rigveda-pur-counts.csv","28","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-028","03-REGISTERS/rigveda-pur-counts.csv","29","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-029","03-REGISTERS/rigveda-pur-counts.csv","30","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-030","03-REGISTERS/rigveda-pur-counts.csv","31","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-031","03-REGISTERS/rigveda-pur-counts.csv","32","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-032","03-REGISTERS/rigveda-pur-counts.csv","33","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-033","03-REGISTERS/rigveda-pur-counts.csv","34","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-034","03-REGISTERS/rigveda-pur-counts.csv","35","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-035","03-REGISTERS/rigveda-pur-counts.csv","36","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-036","03-REGISTERS/rigveda-pur-counts.csv","37","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-037","03-REGISTERS/rigveda-pur-counts.csv","38","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-038","03-REGISTERS/rigveda-pur-counts.csv","39","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-039","03-REGISTERS/rigveda-pur-counts.csv","40","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-040","03-REGISTERS/rigveda-pur-counts.csv","41","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-041","03-REGISTERS/rigveda-pur-counts.csv","42","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-042","03-REGISTERS/rigveda-pur-counts.csv","43","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-043","03-REGISTERS/rigveda-pur-counts.csv","44","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-044","03-REGISTERS/rigveda-pur-counts.csv","45","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-045","03-REGISTERS/rigveda-pur-counts.csv","46","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-046","03-REGISTERS/rigveda-pur-counts.csv","47","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-047","03-REGISTERS/rigveda-pur-counts.csv","48","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-048","03-REGISTERS/rigveda-pur-counts.csv","49","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-N-049","03-REGISTERS/rigveda-pur-counts.csv","50","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-001","03-REGISTERS/rigveda-pur-family.csv","2","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-002","03-REGISTERS/rigveda-pur-family.csv","3","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-003","03-REGISTERS/rigveda-pur-family.csv","4","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-004","03-REGISTERS/rigveda-pur-family.csv","5","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-005","03-REGISTERS/rigveda-pur-family.csv","6","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
