"passage_id","stanza","addressee","poet_lineage","poet_lineage_basis","patron_candidates","opponent_candidates","roles_basis","description_same_pada","description_same_hemistich","description_elsewhere_in_stanza","agreeing_but_excluded","material","water","cattle","treasure","mountain","river_lemma_present","river_lemma_note","proposed_geography","geography_basis","arnold_stratum","source_id","retrieval_date","supports_page"
"PUR-P-082","08.069.08","Indra","13. group: hymns of Priyamedha and others","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","priyámedha-","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","A","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-083","08.073.18","Asvins","14. group: hymns of Gopavana and other sons of Atri","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","A","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-084","08.080.07","Indra","16. group: hymns of Ekadyu, Krishna and others","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","bhadrā́ (bhadrá-)","dhī́ḥ (dhī́-) r̥tvíyāvatī (r̥tvíyāvant-)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","A","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-085","08.093.02","Indra","18. group: hymns of Srutakaksu and others","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","S","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-086","08.097.14","Indra","19. group: Tirasci and other poets","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","A","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-087","08.098.06","Indra","19. group: Tirasci and other poets","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","śáśvatīnām (śáśvant-)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","A","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-088","08.100.08","Indra and Vak","19. group: Tirasci and other poets","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","āyasī́m (āyasá-)","(none)","(none)","(none)","āyasá-","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","P","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-089","09.048.02","Soma","19. group: Tirasci and other poets","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","sáṃvr̥ktadhr̥ṣṇu-","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","N","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-090","09.061.02","Soma","19. group: Tirasci and other poets","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","turváśa-; yádu-","śámbara-","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","N","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-091","09.088.04","Soma","","NOT PRODUCED. Geldner's group heading for this hymn names a metre rather than a poet: ""3. group: the Tristubh group"". Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","hantā́ (hantár-)","índraḥ (índra-) cákriḥ (cákri-)","paidváḥ (paidvá-) hantā́ (hantár-)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","S","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-092","09.107.10","Soma","","NOT PRODUCED. Geldner's group heading for this hymn names a strophe-type rather than a poet: ""6. group: the Pragatha group"". This one is genuinely ambiguous: Pragātha is both a strophe-type and a poet's name, and the heading does not say which it means. Counted here as NOT a poet attribution, which is the conservative reading. Not evidence that the hymn is anonymous — the headings are an arrangement, and where Geldner arranged by something other than authorship he recorded no poet. HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","ádri-","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","S","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-093","10.046.05","Agni","9. group: the Vatsapri hymns","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","dhánarc-","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","C","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-094","10.047.04","Indra","9. group: the Vatsapri hymns","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","dasyuhánam (dasyuhán-) satyám (satyá-)","citrám (citrá-) vŕ̥ṣaṇam (vŕ̥ṣan-) rayím (rayí- ~ rāy-)","sanádvājam (sanádvāja-) vípravīram (vípravīra-) tárutram (tárutra-) dhanaspŕ̥tam (dhanaspŕ̥t-) sudákṣam (sudákṣa-)","(none)","(none)","(none)","vŕ̥ṣan-","rayí- ~ rāy-","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","C","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-095","10.067.05","Brihaspati","17. group: hymns of Ayasya","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","ápācīm (ápāñc-)","(none)","uṣásam (uṣás-) gā́m (gáv- ~ gó-)","(none)","(none)","udadhí-","gáv- ~ gó-","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","C","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-096","10.087.22","Agni, killer of raksas","25. group: hymns of Manyu","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","P","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-097","10.089.07","Indra","25. group: hymns of Manyu","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","gā́ḥ (gáv- ~ gó-)","(none)","(none)","síndhu-","gáv- ~ gó-","(none)","girí-","síndhu-","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","N","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-098","10.099.07","Indra","25. group: hymns of Manyu","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","arśasāná-","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","A","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-099","10.099.11","Indra","25. group: hymns of Manyu","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","r̥jíśvan-","pípru-","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","(none)","vrajá-","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","A","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-100","10.101.08","the sacrificial priest","25. group: hymns of Manyu","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","ā́yasīḥ (āyasá-) ádhr̥ṣṭāḥ (ádhr̥ṣṭa-)","(none)","(none)","(none)","āyasá-","(none)","vrajá-","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","P","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-101","10.104.08","Indra","25. group: hymns of Manyu","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","(none)","(none)","(none)","(none)","(none)","srotyā́-; síndhu-; áp-","(none)","(none)","(none)","síndhu-","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","N","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-102","10.111.10","Indra","25. group: hymns of Manyu","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","jāráḥ (jārá-)","(none)","(none)","(none)","(none)","síndhu-","(none)","(none)","(none)","síndhu-","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","C","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
"PUR-P-103","10.138.04","Indra","25. group: hymns of Manyu","Geldner's hymn-group heading (SRC-070), reproduced in VedaWeb info/addressees.json. A fact about Geldner's 1951 arrangement, which follows the Anukramaṇī tradition, which post-dates the text. Three removes from composition. PROVISIONAL; HOLD-006.","(none)","(none)","Grassmann's classification of the NAME, from his own gloss, not a reading of this passage's syntax. A name can occur in a passage without holding or attacking anything in it.","vásu (vásu-)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","(none)","Presence of a lemma that CAN name a river, not a named river. síndhu- is glossed by Grassmann as 'Fluss, Strom; der Indus' — common noun and proper name at once — and Griffith and Geldner read it differently across these passages. See PUR4J-028.","NOT FILLED — no source","The pinned corpus carries no geographic content: info/rv_locations.tsv is a citation-format conversion table. This field needs a source this unit does not have, and it is bounded by the research hold at Version 12 line 1175 against identifying the forts with one archaeological culture.","C","SRC-069; SRC-020; SRC-022; SRC-026; SRC-070","2026-09-07","forts (proposed)"
