"att_id","target","classification","determinative_certainty","p_number","line_ref","raw_token","determinatives","line","cdli_period","cdli_provenience","cdli_collection","cdli_museum_no","cdli_material","cdli_excavation_no","cdli_primary_publication","source_id","retrieval_date"
"DRA-3514","MELUHHA","BOUND-IN-COMPOUND-OR-NAME","no {na4}","P230811","1'","mes-me-luh-ha","","gesz mes-me-luh-ha","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","unlocated","unknown","gypsum: plaster","3N-T0909c","EEN 322, 3N-T0909c","SRC-103; SRC-102","2026-09-08"
"DRA-3515","MELUHHA","BOUND-IN-COMPOUND-OR-NAME","no {na4}","P230858","2'","ab-ba-me-luh-ha","","gesz ab-ba-me-luh-ha","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","N 5762","clay","","unpublished unassigned ?","SRC-103; SRC-102","2026-09-08"
"DRA-3516","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P392229","9'","{kur}me-luh-ha#","kur","a-na {kur}ma2-kan-na u {kur}me-luh-ha# lu-u al-lik","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","Oriental Institute, University of Chicago, Chicago, Illinois, USA","OIM A08005","clay","","RINAP 5/1 Ashurbanipal 004, ex. 004","SRC-103; SRC-102","2026-09-08"
"DRA-3517","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P392242","38'","{kur}me-luh-ha","kur","a-na {kur}ma2-kan-na u3 {kur}me-luh-ha","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","Oriental Institute, University of Chicago, Chicago, Illinois, USA","OIM A08018","clay","","RINAP 5/1 Ashurbanipal 009, ex. 031","SRC-103; SRC-102","2026-09-08"
"DRA-3518","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P392246","14'","{kur}me-luh-ha","kur","a-na {kur}ma2-kan u {kur}me-luh-ha usz-te-esz-sze-ra har-ra-nu","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","Oriental Institute, University of Chicago, Chicago, Illinois, USA","OIM A08022","clay","","RINAP 5/1 Ashurbanipal 009, ex. 036","SRC-103; SRC-102","2026-09-08"
"DRA-3519","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P392269","16'","{kur}me-luh-ha","kur","a-na {kur}ma2-kan-na u {kur}me-luh-ha usz-te-esz-ra har#-[x x]","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","Oriental Institute, University of Chicago, Chicago, Illinois, USA","OIM A08046","clay","","RINAP 5/1 Ashurbanipal 009, ex. 044","SRC-103; SRC-102","2026-09-08"
"DRA-3520","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P392594","6'","{kur}me-luh-ha","kur","_{gesz}gigir-mesz ansze-kur-ra-mesz_ sza _lugal_ {kur}me-luh-ha","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","Oriental Institute, University of Chicago, Chicago, Illinois, USA","OIM A35257","clay","","RINAP 3/1 Sennacherib 015, ex. 008","SRC-103; SRC-102","2026-09-08"
"DRA-3521","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P392594","15'","{kur#}me#-luh#-ha#","kur","a-di _{lu2}en {gesz}gigir-mesz_ sza# _lugal#_ {kur#}me#-luh#-ha#","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","Oriental Institute, University of Chicago, Chicago, Illinois, USA","OIM A35257","clay","","RINAP 3/1 Sennacherib 015, ex. 008","SRC-103; SRC-102","2026-09-08"
"DRA-3522","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P393794","13'","{kur}me-luh-ha","kur","[...] _lugal lugal-mesz_ ni-tuk{ki} {kur}ma2-gan {kur}me-luh-ha _lugal_ kib-rat _limmu2_-tim","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","RINAP 4 Esarhaddon 048, ex. 002","SRC-103; SRC-102","2026-09-08"
"DRA-3523","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P393874","9","{kur}eme-luh-ha","kur","[x? x?] {kur}eme-luh-ha","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","RINAP 3/2 Sennacherib 149, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-3524","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P393966","39'","{kur}me-luh-ha","kur","[x x] _{lu2#}en {gesz}gigir-mesz_ sza _lugal_ {kur}me-luh-ha","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM 022508 +","clay","","RINAP 3/1 Sennacherib 015, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-3525","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P393994","49","{kur#}me-luh-ha","kur","ina mah-[...] {kur#}ma2-kan u# {kur#}me-luh-ha lu-u al-lik","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","RINAP 5/1 Ashurbanipal 011, ex. 005","SRC-103; SRC-102","2026-09-08"
"DRA-3526","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P394559","7","{kur}me-luh-ha","kur","[a-na an-zil-li e-pu-szu ip-lah3 lib3-ba-szu2-un _lugal-mesz_ {kur}mu-s,u-ri _{lu2}]erim#-mesz# {gesz}pan {gesz}gigir-mesz ansze-kur-ra#-mesz#_ sza2 _lugal_ {kur}me-luh-ha e-mu-qi2 la ni-bi ik-te#-ru-nim-ma il-li-ku re-s,u-su-un","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","RINAP 3/2 Sennacherib 140, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-3527","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P394559","9","{kur}me-luh-ha","kur","_[{lu2}en {gesz}gigir-mesz_ u3 _dumu-mesz lugal-mesz_ {kur}mu-s,u-ra-a-a a-di _{lu2}en {gesz}]gigir-mesz_ sza2 _lugal_ {kur}me-luh-ha bal-t,u-us-su-un i-na _murub4_ tam-ha#-ri ik-szu-da _szu-min_-a-a","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","RINAP 3/2 Sennacherib 140, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-3528","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P394796","7'","{kur}me-luh-ha","kur","u2-sza2-as,-bi-ta pa-nu-u-a a-na {kur}[ma-gan u3 {kur}me-luh-ha u2-sza2-asz2-kin]","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","RINAP 4 Esarhaddon 034, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-3529","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P394796","15'","{kur}me-luh-ha","kur","ul-tu2 {kur}mu-s,ur _karasz_ ad-ke-e-ma a-na {kur}me-luh-ha usz-te-sze-ra har-ra-nu","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","RINAP 4 Esarhaddon 034, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-3530","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P421787","43","<{kur>}me#-luh#-ha#","kur","a-na an-zil-li e-pu-szu ip-lah3-ma lib3-ba-szu2-un _lugal-mesz_ {kur}mu-s,u-ri _{lu2}erin2-mesz {gesz}pan {gesz}gigir-mesz ansze-kur-ra-mesz_ sza _lugal_ <{kur>}me#-luh#-ha# e-mu-qi2 la ni-bi ik#-te#-ru#-nim#-ma# il#-li#-ku# re#-s,u#-szu2-un","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM 022500","clay","","RINAP 3/1 Sennacherib 004, ex. 002","SRC-103; SRC-102","2026-09-08"
"DRA-3531","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P421787","45","{kur}me-luh-ha","kur","_{lu2}en {gesz}gigir-mesz dumu-mesz lugal-mesz_ {kur}mu-s,u-ra-a-a a-di _{lu2}en {gesz}gigir-mesz_ sza _lugal_ {kur}me-luh-ha bal-t,u-su-un i-na _muru2_ tam-ha-ri ik-szu-du _szu-min_-a-a","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM 022500","clay","","RINAP 3/1 Sennacherib 004, ex. 002","SRC-103; SRC-102","2026-09-08"
"DRA-3532","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P421788","43","{kur}me-luh-ha","kur","a-na an-zil-li e-pu-szu ip-lah _sza3_-szu2-un _lugal-mesz_ {kur}mu-s,u-ri _{lu2}erin2-mesz {gesz}pan {gesz}gigir-mesz ansze-kur-ra-mesz_ sza _lugal_ {kur}me-luh-ha e-mu-qi2 la ni-bi ik-te-ru-nim-ma il-li-ku re-s,u-szu2-un","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM 022501","clay","","RINAP 3/1 Sennacherib 004, ex. 003","SRC-103; SRC-102","2026-09-08"
"DRA-3533","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P421788","45","{kur}me-luh-ha","kur","_{lu2}en {gesz}gigir-mesz_ u3 _dumu-mesz lugal_ {kur}mu-s,u-ra-a-a a-di _{lu2}en {gesz}gigir-mesz_ sza _lugal_ {kur}me-luh-ha bal-t,u-su-un i-na _muru2_ tam-ha-ri ik-szu-da _szu-min_-a-a","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM 022501","clay","","RINAP 3/1 Sennacherib 004, ex. 003","SRC-103; SRC-102","2026-09-08"
"DRA-3534","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P421789","43","{kur}me-luh-ha","kur","a-na an-zil-li e-pu-szu ip-lah3 lib3-ba-szu2-un _lugal_ {kur}mu-s,u-ri _{lu2}erin2-mesz {gesz}pan {gesz}gigir-mesz ansze-kur-ra-mesz_ sza _lugal_ {kur}me-luh-ha e-mu-qi2 la ni-bi ik-te-ru-nim-ma il-li-ku re-s,u-szu2-un","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM 022503","clay","","RINAP 3/1 Sennacherib 004, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-3535","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P421790","43","{kur}me-luh-ha","kur","a-na an-zil-li e-pu-szu ip-lah3 _sza3_-szu2-un _lugal-mesz_ {kur}mu-s,u-ri _{lu2}erin2-mesz {gesz}pan {gesz}gigir-mesz ansze-kur-ra-mesz_ sza _lugal_ {kur}me-luh-ha e-mu-qi2 la ni-bi ik-te-ru-nim-ma il-li-ku re-s,u-su-un","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM 022504","clay","","RINAP 3/1 Sennacherib 004, ex. 004","SRC-103; SRC-102","2026-09-08"
"DRA-3536","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P421790","45","{kur}me-luh-ha","kur","_{lu2}en {gesz}gigir-mesz_ u3 _dumu-mesz lugal-mesz_ {kur}mu-s,u-ra-a-a a-di _{lu2}en {gesz}gigir-mesz_ sza _lugal_ {kur}me-luh-ha bal-t,u-su-un i-na _muru2_ tam-ha-ri ik-szu-da _szu-min_-a-a","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM 022504","clay","","RINAP 3/1 Sennacherib 004, ex. 004","SRC-103; SRC-102","2026-09-08"
"DRA-3537","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P421807","52","{kur}me-luh-ha","kur","ina mah-re-e ger-ri-ia a-na {kur}ma2-kan u {kur}me-luh-ha lu al-lik","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM 091026 (was BM 012168)","clay","","RINAP 5/1 Ashurbanipal 011, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-3538","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P422273","12","{kur}me-luh-ha","kur","_ansze-kur-ra-mesz_ sza _lugal_ {kur}me-luh-ha e-mu-qi2 la ni-bi","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM 103000","clay","","RINAP 3/1 Sennacherib 017, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-3539","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P422273","19","{kur}me-luh-ha","kur","a-di _{lu2}en {gesz}gigir-mesz_ sza _lugal_ {kur}me-luh-ha","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM 103000","clay","","RINAP 3/1 Sennacherib 017, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-3540","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P422277","41","{kur}me-luh-ha","kur","a-na {kur}ma2-kan# u {kur}me-luh-ha usz-te-esz-sze-ra","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM 105315","clay","","RINAP 5/1 Ashurbanipal 009, ex. 002","SRC-103; SRC-102","2026-09-08"
"DRA-3541","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P422296","18'","{kur}me-luh-ha","kur","[...] {kur}me-luh-ha usz-te-sze-ra har-ra-nu","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM 121008","clay","","RINAP 5/1 Ashurbanipal 009, ex. 006","SRC-103; SRC-102","2026-09-08"
"DRA-3542","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P422299","6'","{kur}me-luh-ha","kur","[...] sza# _lugal_ {kur}me-luh-ha","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK; Oriental Institute, University of Chicago, Chicago, Illinois, USA","BM 121011 (+) BM 127985 + BM 128245 (+) OIM A16916 + OIM A16922 + OIM A16923 + OIM A16924","clay","","RINAP 3/1 Sennacherib 015, ex. 002","SRC-103; SRC-102","2026-09-08"
"DRA-3543","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P422299","13'","{kur}me-luh-ha","kur","a-di {lu2}[x] _{gesz}gigir-mesz_ sza _lugal_ {kur}me-luh-ha","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK; Oriental Institute, University of Chicago, Chicago, Illinois, USA","BM 121011 (+) BM 127985 + BM 128245 (+) OIM A16916 + OIM A16922 + OIM A16923 + OIM A16924","clay","","RINAP 3/1 Sennacherib 015, ex. 002","SRC-103; SRC-102","2026-09-08"
"DRA-3544","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P422612","34'","{kur}me-luh-ha","kur","[x x] {kur}me-luh-ha bal-t,u-su-un","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM 127837 + BM 127969 + BM 128001 + BM 128010 + BM 128090 + BM 128219 + BM 128223 + BM 128225 + BM 128280 + BM 128290 + BM 128295 + BM 128314 + BM 128","clay","","RINAP 3/1 Sennacherib 016, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-3545","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P422635","26'","{kur}me-luh-ha","kur","a-na {kur}ma2-kan-na u {kur}me-luh-ha","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM 127860","clay","","RINAP 5/1 Ashurbanipal 009, ex. 011","SRC-103; SRC-102","2026-09-08"
"DRA-3546","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P422979","35'","{kur}me-luh-ha","kur","[x]-na# {kur}ma2-kan u {kur}me-luh-ha","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM 128231","clay","","RINAP 5/1 Ashurbanipal 009, ex. 026","SRC-103; SRC-102","2026-09-08"
"DRA-3547","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P423051","35","{kur}me-luh-ha","kur","a-na {kur}ma2-kan-na u {kur}me-luh-ha usz-te-esz-sze-ra har-ra-nu","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM 128303","clay","","RINAP 5/1 Ashurbanipal 009, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-3548","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P423227","13'","{kur}me-luh-ha","kur","sza _lugal_ {kur}me-luh-ha e-mu-qi2# [la ni-bi ik-te-ru-nim-ma il-li-ku re-s,u-su-un]","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM 134496 + BM 134600","clay","TM 1931-32, 013","RINAP 3/2 Sennacherib 142, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-3549","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P423227","16'","{kur}me-luh-ha]","kur","_{lu2}en {gesz#}gigir-mesz_ u3 _dumu-mesz lugal-mesz_ {kur}mu-s,u#-[ra-a-a a-di _{lu2}en {gesz}gigir-mesz_ sza _lugal_ {kur}me-luh-ha]","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM 134496 + BM 134600","clay","TM 1931-32, 013","RINAP 3/2 Sennacherib 142, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-3550","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P424917","4'","{kur}me-luh-ha","kur","[...] sza _lugal_ {kur}me-luh-ha e-mu-qi2# [...]","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","RINAP 3/1 Sennacherib 004, ex. 046","SRC-103; SRC-102","2026-09-08"
"DRA-3551","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P426349","47","{kur}me-luh-ha#","kur","a-na {kur}ma2-kan u {kur}me-luh-ha# [...]","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","RINAP 5/1 Ashurbanipal 011, ex. 021","SRC-103; SRC-102","2026-09-08"
"DRA-3552","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P430082","75","{kur}me-luh-ha","kur","_ansze-kur-ra-mesz_ sza _lugal_ {kur}me-luh-ha e-mu-qi2 [la ni-bi]","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","The Israel Museum, Jerusalem","IMJ 71.072.0249","clay","","RINAP 3/1 Sennacherib 023, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-3553","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P450283","43","{kur}me-luh-ha","kur","a-na an-zil-li e-pu-szu ip-lah3 lib3-ba-szu2-un _lugal_ {kur}mu-s,u-ri _{lu2}erin2-mesz {gesz}pan {gesz}gigir-mesz ansze-kur-ra-mesz_ sza _lugal_ {kur}me-luh-ha e-mu-qi2 la ni-bi ik-te-ru-nim-ma il-li-ku re-s,u-szu2-un","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","Arkeoloji Müzeleri, Istanbul, Turkey","Ist —","clay","","RINAP 3/1 Sennacherib 004, ex. 005","SRC-103; SRC-102","2026-09-08"
"DRA-3554","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P450300","14'","{kur}me-luh-ha","kur","[_...]-ra#-mesz_ sza _lugal_ {kur}me-luh-ha e-mu-qi2 la ni-bi ik#-[...]","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","RINAP 3/1 Sennacherib 004, ex. 037","SRC-103; SRC-102","2026-09-08"
"DRA-3555","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P450362","34","{kur}me-luh-ha#","kur","a-di _{lu2}en {gesz}gigir-mesz_ sza _lugal_ {kur}me-luh-ha#","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","National Museum of Iraq, Baghdad, Iraq","IM 056578","clay","","RINAP 3/1 Sennacherib 017, ex. 002","SRC-103; SRC-102","2026-09-08"
"DRA-3556","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P450365","4'","{kur}me-luh-ha]","kur","[sza _lugal_ {kur}me-luh-ha] e-mu-qi2 la ni-bi","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM —","clay","","RINAP 3/1 Sennacherib 021, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-3557","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P462812","43","{kur}me-luh-ha","kur","a-na an-zil-li e-pu-szu ip-lah3 lib3-ba-szu2-un _lugal_ {kur}mu-s,u-ri _{lu2}erin2-mesz {gesz}pan {gesz}gigir-mesz ansze-kur-ra-mesz_ sza _lugal_ {kur}me-luh-ha e-mu-qi2 la ni-bi ik-te-ru-nim-ma il-li-ku re-s,u-szu2-un","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","","","composite","","RINAP 3/1 Sennacherib 004 composite","SRC-103; SRC-102","2026-09-08"
"DRA-3558","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P462823","162'","{kur}me-luh-ha","kur","a-di _{lu2}en {gesz}gigir-mesz_ sza _lugal_ {kur}me-luh-ha","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","","","composite","","RINAP 3/1 Sennacherib 015 composite","SRC-103; SRC-102","2026-09-08"
"DRA-3559","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P462824","220","{kur}me-luh-ha","kur","sza _lugal_ {kur}me-luh-ha bal-t,u-su-un","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","","","composite","","RINAP 3/1 Sennacherib 016 composite","SRC-103; SRC-102","2026-09-08"
"DRA-3560","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P462825","198","{kur}me-luh-ha","kur","_ansze-kur-ra-mesz_ sza _lugal_ {kur}me-luh-ha e-mu-qi2 la ni-bi","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","","","composite","","RINAP 3/1 Sennacherib 017 composite","SRC-103; SRC-102","2026-09-08"
"DRA-3561","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P462825","205","{kur}me-luh-ha","kur","a-di _{lu2}en {gesz}gigir-mesz_ sza _lugal_ {kur}me-luh-ha","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","","","composite","","RINAP 3/1 Sennacherib 017 composite","SRC-103; SRC-102","2026-09-08"
"DRA-3562","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P462829","4'","{kur}me-luh-ha","kur","sza _lugal_ {kur}me-luh-ha e-mu-qi2 la ni-bi","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","","","composite","","RINAP 3/1 Sennacherib 021 composite","SRC-103; SRC-102","2026-09-08"
"DRA-3563","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P462831","152","{kur}me-luh-ha","kur","_ansze-kur-ra-mesz_ sza _lugal_ {kur}me-luh-ha e-mu-qi2 la ni-bi","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","","","composite","","RINAP 3/1 Sennacherib 023 composite","SRC-103; SRC-102","2026-09-08"
"DRA-3564","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P462884","8'","{kur}me-luh-ha","kur","u2-sza2-as,-bi-ta pa-nu-u-a a-na {kur}ma2-gan-na? u3 {kur}me-luh-ha","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","","","composite","","RINAP 4 Esarhaddon 034 composite","SRC-103; SRC-102","2026-09-08"
"DRA-3565","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P462884","16'","{kur}me-luh-ha","kur","ul-tu2 {kur}mu-s,ur _karasz_ ad-ke-e-ma a-na {kur}me-luh-ha usz-te-sze-ra har-ra-nu","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","","","composite","","RINAP 4 Esarhaddon 034 composite","SRC-103; SRC-102","2026-09-08"
"DRA-3566","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P466655","24","{kur}me-luh-ha","kur","_{gesz#}gigir#-mesz# ansze#-kur#-ra#-mesz#_ sza _lugal_ {kur}me-luh-ha e-mu-qi2 la ni-bi ik-te-ru-ni i-na ta#-mir-ti {iri}al-ta-qu-u2 it-ti-szu2-un am-da-hi-is,-ma asz2-ta-kan _bad5-bad5_-szu2-un _{lu2}[en] {gesz}gigir-mesz_","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM 118815a-b (+) BM 118817 (+) BM 118819 (+) BM 118821","stone","","RINAP 3/2 Sennacherib 046, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-3567","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P466655","25","{kur}me-luh-ha","kur","u3# _dumu#-mesz# lugal#_ {kur#}mu#-s,u#-ra-a-a a-di _{lu2#}en# {gesz}gigir-mesz_ sza _lugal_ {kur}me-luh-ha bal#-t,u#-su#-un# i#-na# qa#-ti# as,#-bat# a#-na# {iri#}am#-qar#-ru#-na# [aq-rib-ma] _szagina#-mesz#_ sza# hi#-it,#-t,u#","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","British Museum, London, UK","BM 118815a-b (+) BM 118817 (+) BM 118819 (+) BM 118821","stone","","RINAP 3/2 Sennacherib 046, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-3568","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P466841","30","{kur#}me#-luh#-ha#","kur","sza# _lugal#_ {kur#}me#-luh#-ha# e#-mu#-qi2# la# [ni-bi ik-te-ru-nim-ma]","Neo-Assyrian (ca. 911-612 BC)","Assur (mod. Qalat Sherqat)","Vorderasiatisches Museum, Berlin, Germany; Arkeoloji Müzeleri, Istanbul, Turkey","VA 05061 + VA 05632a + VA 05632b + VA 07512 (+)? Ist A 00061","clay","Ass 16516 + Ass 16548 + Ass 01548a+b + Ass 01567 + Ass 01576 (+)? Ass 16517","RINAP 3/2 Sennacherib 165, ex. 001","SRC-103; SRC-102","2026-09-08"
"DRA-3569","MELUHHA","LAND-DETERMINATIVE (kur)","no {na4}","P467061","24","{kur}me-luh-ha","kur","_{gesz}gigir-mesz ansze-kur-ra-mesz_ sza _lugal_ {kur}me-luh-ha e-mu-qi2 la ni-bi ik-te-ru-ni i-na ta-mir-ti {iri}al-ta-qu-u2 it-ti-szu2-un am-da-hi-is,-ma asz2-ta-kan _bad5-bad5_-szu2-un _{lu2}en {gesz}gigir-mesz_","Neo-Assyrian (ca. 911-612 BC)","Nineveh (mod. Kuyunjik)","","","composite","","RINAP 3/2 Sennacherib 046 composite","SRC-103; SRC-102","2026-09-08"
