route,recommended_route_action,what_it_does,programme_coverage,load_bearing_claims,known_inaccuracies,missing_evidence,research_dependencies,missing_visitor_action,recommended_visual_treatment,related_routes,recommended_release,release_role,inspection_basis,claim_audit_scope,source_url
caste-enforcement-mechanism.html,KEEP AS CONTEXT,"Published caste law page; 1700 visible words; H1: Ask who benefits from the critique, and you can predict what it leaves standing.",BL-1; BL-5; BL-6; BL-18; BL-26; BL-31; BL-52,"Ask who benefits from the critique, and you can predict what it leaves standing. | “Vedic” is a custody label that reads as an origin label. | Patronage is the variable that predicts canonisation. | Source becomes stain: places turn into categories of defective birth.",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on The Mechanism: How Social Hierarchy Was Enforced into claim-to-record links; structural citation signals (6) are not verification.,03-REGISTERS/rigveda-varna.csv; rigveda-varna-occurrences.csv; CORRECTIONS-PENDING.md; 03-REGISTERS/inherited-claims.csv,Track one term or institution across dated records and identify where the archive cannot support continuity.,"Term-and-institution timeline with place/genre/date filters, counterexamples and archive gaps; avoid a single inevitable curve. For this route, centre the composition on “The Mechanism: How Social Hierarchy Was Enforced”.",birth-was-not-always-destiny.html; caste-survives-conversion.html; caste-was-law.html; climbing-the-ladder.html; counted-as-nothing.html; jatization.html; non-brahmanical-legal-traditions.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 48 links; scripts assets/js/caste-enforcement-mechanism.js; assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/caste-enforcement-mechanism.html
caste-survives-conversion.html,KEEP AS CONTEXT,"Published caste law page; 1521 visible words; H1: If caste were a Hindu doctrine, leaving Hinduism would end it. Millions of people have run that experiment.",BL-1; BL-5; BL-6; BL-18; BL-26; BL-31; BL-52,"If caste were a Hindu doctrine, leaving Hinduism would end it. Millions of people have run that experiment. | The rule. | What is documented inside each community. | The detail that decides it.",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on Caste Survives Conversion: The Test the Law Refuses into claim-to-record links; structural citation signals (5) are not verification.,03-REGISTERS/rigveda-varna.csv; rigveda-varna-occurrences.csv; CORRECTIONS-PENDING.md; 03-REGISTERS/inherited-claims.csv,Track one term or institution across dated records and identify where the archive cannot support continuity.,"Term-and-institution timeline with place/genre/date filters, counterexamples and archive gaps; avoid a single inevitable curve. For this route, centre the composition on “Caste Survives Conversion: The Test the Law Refuses”.",birth-was-not-always-destiny.html; caste-enforcement-mechanism.html; caste-was-law.html; climbing-the-ladder.html; counted-as-nothing.html; jatization.html; non-brahmanical-legal-traditions.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 26 links; scripts assets/js/mk-shell.js; assets/js/mk-exhibit.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/caste-survives-conversion.html
caste-vocabulary-curve.html,DEEPEN,"Published rigveda page; 4199 visible words; H1: Caste was built, and the build is visible in the vocabulary.",BL-1; BL-2; BL-5; BL-6; BL-12; BL-18; BL-31; BL-52,"Caste was built, and the build is visible in the vocabulary. | The table | What the curve shows | And dharma is the runaway term",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on The Caste Vocabulary Curve Across the Vedic Corpus into claim-to-record links; structural citation signals (6) are not verification.,03-REGISTERS/rigveda-pur-family.csv; 03-REGISTERS/rigveda-pur-passages.csv; 03-REGISTERS/rigveda-varna.csv; 03-REGISTERS/rigveda-varna-occurrences.csv; 04-AUDITS/rigveda-pur-family-method.md; 06-BRIEFS/pur-4j-corpus.md; open research PR #30,Test a public count by inspecting included and excluded occurrences in context.,"Searchable verse/source viewer with lemma, form, translation variants, passage context and counted/not-counted reason; never use book order as a date axis. For this route, centre the composition on “The Caste Vocabulary Curve Across the Vedic Corpus”.",criminalised-today.html; dasa-forts-rigveda.html; four-varnas-one-verse.html; geography-in-vedic-texts.html; mitanni.html; mlecha.html; paid-in-cattle.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 48 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/caste-vocabulary-curve.html
caste-was-law.html,KEEP AS CONTEXT,"Published caste law page; 1994 visible words; H1: Caste was abuse, encoded as law, disguised as religion.",BL-1; BL-5; BL-6; BL-18; BL-26; BL-31; BL-52,"Caste was abuse, encoded as law, disguised as religion. | The law was written by the class it protected. | The protections they wrote for themselves. | Punishment scaled by birth.",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on Caste Was Law: Differential Punishment in the Dharmasastra into claim-to-record links; structural citation signals (21) are not verification.,03-REGISTERS/rigveda-varna.csv; rigveda-varna-occurrences.csv; CORRECTIONS-PENDING.md; 03-REGISTERS/inherited-claims.csv,Track one term or institution across dated records and identify where the archive cannot support continuity.,"Term-and-institution timeline with place/genre/date filters, counterexamples and archive gaps; avoid a single inevitable curve. For this route, centre the composition on “Caste Was Law: Differential Punishment in the Dharmasastra”.",birth-was-not-always-destiny.html; caste-enforcement-mechanism.html; caste-survives-conversion.html; climbing-the-ladder.html; counted-as-nothing.html; jatization.html; non-brahmanical-legal-traditions.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 19 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/caste-was-law.html
chains-of-transmission.html,KEEP AS CONTEXT,"Published archive power page; 1675 visible words; H1: A formal science of citing your sources, developed in Arabic.",BL-6; BL-18; BL-26; BL-31; BL-42; BL-43; BL-45; BL-52; BL-55,"A formal science of citing your sources, developed in Arabic. | Isnād | How old is the modern footnote? | What the curriculum was actually built from",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on Isnad and Chains of Transmission in Text Criticism into claim-to-record links; structural citation signals (12) are not verification.,04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 06-BRIEFS/mvp-fifteen/14-custody.md; 06-BRIEFS/mvp-fifteen/15-the-archive.md,"Trace a claim backward through author, archive, translation, funding and omission.","Source-genealogy network showing who recorded, preserved, translated, funded and excluded; motive appears only when documented. For this route, centre the composition on “Isnad and Chains of Transmission in Text Criticism”.",authorship-attribution-ancient-texts.html; foreign-accounts-ancient-india.html; forest-peoples-sanskrit-record.html; indology.html; manuscript-custody.html; naming-in-ancient-india.html; oral-traditions-unwritten.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 43 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/chains-of-transmission.html
climbing-the-ladder.html,KEEP AS CONTEXT,Published caste law page; 1568 visible words; H1: Not everyone tried to break the ladder. Many tried to climb it.,BL-1; BL-5; BL-6; BL-18; BL-26; BL-31; BL-52,"Not everyone tried to break the ladder. Many tried to climb it. | They claimed warrior status, not priest. | The strategy, in practice. | The problem with climbing.",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on Climbing the Ladder: Sanskritisation and Its Price into claim-to-record links; structural citation signals (4) are not verification.,03-REGISTERS/rigveda-varna.csv; rigveda-varna-occurrences.csv; CORRECTIONS-PENDING.md; 03-REGISTERS/inherited-claims.csv,Track one term or institution across dated records and identify where the archive cannot support continuity.,"Term-and-institution timeline with place/genre/date filters, counterexamples and archive gaps; avoid a single inevitable curve. For this route, centre the composition on “Climbing the Ladder: Sanskritisation and Its Price”.",birth-was-not-always-destiny.html; caste-enforcement-mechanism.html; caste-survives-conversion.html; caste-was-law.html; counted-as-nothing.html; jatization.html; non-brahmanical-legal-traditions.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 22 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/climbing-the-ladder.html
counted-as-nothing.html,KEEP AS CONTEXT,"Published caste law page; 1506 visible words; H1: The government reports that no manual scavengers exist, and reports the deaths in the same reply.",BL-1; BL-5; BL-6; BL-18; BL-26; BL-31; BL-52,"The government reports that no manual scavengers exist, and reports the deaths in the same reply. | The definition that does it. | The counts. | What the Court has said.",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on Counted as Nothing: How a Death Stops Being Manual Scavenging into claim-to-record links; structural citation signals (7) are not verification.,03-REGISTERS/rigveda-varna.csv; rigveda-varna-occurrences.csv; CORRECTIONS-PENDING.md; 03-REGISTERS/inherited-claims.csv,Track one term or institution across dated records and identify where the archive cannot support continuity.,"Term-and-institution timeline with place/genre/date filters, counterexamples and archive gaps; avoid a single inevitable curve. For this route, centre the composition on “Counted as Nothing: How a Death Stops Being Manual Scavenging”.",birth-was-not-always-destiny.html; caste-enforcement-mechanism.html; caste-survives-conversion.html; caste-was-law.html; climbing-the-ladder.html; jatization.html; non-brahmanical-legal-traditions.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 25 links; scripts assets/js/mk-shell.js; assets/js/mk-exhibit.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/counted-as-nothing.html
criminalised-today.html,HOLD,"Published rigveda page; 1847 visible words; H1: Some of what the sacred texts prescribe, modern India makes a crime.",BL-1; BL-2; BL-5; BL-6; BL-12; BL-18; BL-31; BL-52,"Some of what the sacred texts prescribe, modern India makes a crime. | The laws. | The man who drew the line, and was killed for it. | The line runs back to the ancient economy.",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on Vedic Ritual That Modern Indian Law Would Criminalise into claim-to-record links; structural citation signals (7) are not verification.,03-REGISTERS/rigveda-pur-family.csv; 03-REGISTERS/rigveda-pur-passages.csv; 03-REGISTERS/rigveda-varna.csv; 03-REGISTERS/rigveda-varna-occurrences.csv; 04-AUDITS/rigveda-pur-family-method.md; 06-BRIEFS/pur-4j-corpus.md; open research PR #30,Test a public count by inspecting included and excluded occurrences in context.,"Searchable verse/source viewer with lemma, form, translation variants, passage context and counted/not-counted reason; never use book order as a date axis. For this route, centre the composition on “Vedic Ritual That Modern Indian Law Would Criminalise”.",caste-vocabulary-curve.html; dasa-forts-rigveda.html; four-varnas-one-verse.html; geography-in-vedic-texts.html; mitanni.html; mlecha.html; paid-in-cattle.html,RELEASE 1,safety correction,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 18 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/criminalised-today.html
dasa-forts-rigveda.html,CORRECT CLAIMS,"Published rigveda page; 2821 visible words; H1: Ninety-nine forts, in Indus country, three centuries too late.",BL-1; BL-2; BL-5; BL-6; BL-12; BL-18; BL-31; BL-52,"Ninety-nine forts, in Indus country, three centuries too late. | By maṇḍala | The chronology problem | The right neighbourhood, the wrong century.","Open site PR #4 finds “150 mentions,” the 99-for-one-patron framing and Book 1/10 concentration unsupported by current registers. The “three centuries” claim is a different chronological question and is not repaired by relative strata data.","Resolve the named correction before prominence; bind every changed claim to locator, evidence role, counter-evidence and revision.",Open site PR #4 correction dossier; 03-REGISTERS/rigveda-pur-family.csv; 03-REGISTERS/rigveda-pur-passages.csv; 03-REGISTERS/rigveda-varna.csv; 03-REGISTERS/rigveda-varna-occurrences.csv; 04-AUDITS/rigveda-pur-family-method.md; 06-BRIEFS/pur-4j-corpus.md; open research PR #30,Test a public count by inspecting included and excluded occurrences in context.,"Searchable verse/source viewer with lemma, form, translation variants, passage context and counted/not-counted reason; never use book order as a date axis. For this route, centre the composition on “The Dasa Forts: Indus Country, But Centuries Too Late”.",caste-vocabulary-curve.html; criminalised-today.html; four-varnas-one-verse.html; geography-in-vedic-texts.html; mitanni.html; mlecha.html; paid-in-cattle.html,RELEASE 1,safety correction,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 46 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/dasa-forts-rigveda.html
dravidian-sky.html,KEEP AS CONTEXT,"Published science practice page; 1651 visible words; H1: A complete sky vocabulary, a landscape time-system, and a hereditary non-Brahmin astronomer caste.",BL-18; BL-26; BL-31; BL-52; BL-69,"A complete sky vocabulary, a landscape time-system, and a hereditary non-Brahmin astronomer caste. | The lexicon | Tiṇai — time built out of landscape | The Indus question",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on Dravidian Star Names and Indigenous South Indian Astronomy into claim-to-record links; structural citation signals (2) are not verification.,03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv; NONE LOCATED for accepted astronomy/music/medical source programmes,"Inspect the object or instrument, test a reconstruction and separate historical evidence from present practice.","Instrument/object/source comparison with reconstruction labels, safety limits and rights; recreated sound or practice is never presented as survival without evidence. For this route, centre the composition on “Dravidian Star Names and Indigenous South Indian Astronomy”.",ancient-south-asian-astronomy.html; siddha-and-ayurveda.html; the-medicine-question.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 45 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/dravidian-sky.html
dravidian-sounds-sanskrit-lacks.html,CORRECT CLAIMS,Published dravidian page; 1971 visible words; H1: What the mouth does to a name.,BL-9; BL-10; BL-11; BL-13; BL-14; BL-18; BL-31; BL-40; BL-58; BL-69,What the mouth does to a name. | Sindhu | Tamiḻ | Meluhha,No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on Sound Changes: Dravidian Phonemes Sanskrit Could Not Write into claim-to-record links; structural citation signals (2) are not verification.,06-BRIEFS/mvp-fifteen/11-sound-changes.md; 03-REGISTERS/domain-e-claims.csv; 03-REGISTERS/domain-e-measurements.csv; 03-REGISTERS/domain-m-brahui-position.csv; 04-AUDITS/domain-m-adversarial-review-2026-09-07.md; 05-HOLDS/HOLD-004-north-dravidian-comparative-evidence.md; open research PR #22,"Compare forms and choose which history each observation supports, complicates or cannot decide.","Side-by-side form/sound table with audio only where consented; map attestation, contact and proposed shift separately; no family-tree certainty from lexical counts. For this route, centre the composition on “Sound Changes: Dravidian Phonemes Sanskrit Could Not Write”.",elamo-dravidian-hypothesis.html; kinship-terms-south-asia.html; the-deep-root.html; the-father-tongue.html; the-languages-we-lost.html; the-northwest-cousin.html; the-plateau.html,RELEASE 1,safety correction,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 45 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/dravidian-sounds-sanskrit-lacks.html
elamo-dravidian-hypothesis.html,KEEP AS CONTEXT,"Published dravidian page; 2142 visible words; H1: The working language of the Persian empire, written for 2,300 years and still partly undeciphered.",BL-9; BL-10; BL-11; BL-13; BL-14; BL-18; BL-31; BL-40; BL-58; BL-69,"The working language of the Persian empire, written for 2,300 years and still partly undeciphered. | The basics | Three scripts, and only one of them was ever easy | The Achaemenid archive — and a correction",Elamo-Dravidian remains a disputed proposal; archaeology and genetics cannot independently assign language.,"Resolve the named correction before prominence; bind every changed claim to locator, evidence role, counter-evidence and revision.",03-REGISTERS/domain-e-claims.csv; 03-REGISTERS/domain-e-measurements.csv; 03-REGISTERS/domain-m-brahui-position.csv; 04-AUDITS/domain-m-adversarial-review-2026-09-07.md; 05-HOLDS/HOLD-004-north-dravidian-comparative-evidence.md; open research PR #22,"Compare forms and choose which history each observation supports, complicates or cannot decide.","Side-by-side form/sound table with audio only where consented; map attestation, contact and proposed shift separately; no family-tree certainty from lexical counts. For this route, centre the composition on “Elamite and Dravidian: The Contested Language Link”.",dravidian-sounds-sanskrit-lacks.html; kinship-terms-south-asia.html; the-deep-root.html; the-father-tongue.html; the-languages-we-lost.html; the-northwest-cousin.html; the-plateau.html,RELEASE 1,safety correction,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 44 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/elamo-dravidian-hypothesis.html
endogamy-clock.html,KEEP AS CONTEXT,Published genetics page; 1087 visible words; H1: “When mixing stopped” means two completely different things in this dataset.,BL-1; BL-5; BL-19; BL-22; BL-26; BL-30; BL-31; BL-52,"“When mixing stopped” means two completely different things in this dataset. | First: what mixed, and in what order | Now the groups — split by what their date actually means | How conclusive are these dates? Less than they look.",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on Dating Caste Endogamy in the Genome into claim-to-record links; structural citation signals (3) are not verification.,03-REGISTERS/inherited-claims.csv; 04-AUDITS/REAUDIT-QUEUE.csv; CORRECTIONS-PENDING.md; NONE LOCATED for an accepted methods-qualified genetics synthesis,"Separate sampled person, modelled ancestry, population history, language and identity.","Sample-to-model comparison showing sample place/date, method, confidence and limits; ancestry components never rendered as peoples or languages. For this route, centre the composition on “Dating Caste Endogamy in the Genome”.",academia-battlefield.html; beneath-both-waves.html; gotra.html; steppe.html; the-definition.html; the-expansions.html; the-genome-of-caste.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 45 links; scripts assets/js/endogamy-clock.js; assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/endogamy-clock.html
enter.html,REDESIGN,Published threshold page; 1062 visible words; H1: Four ways in.,BL-7; BL-8; BL-28; BL-41; BL-53; BL-59,"Four ways in. | Evidence, and what it will not support. | Things you operate | Things you read",No specific factual error established here; later claim audit remains required.,"Convert the load-bearing propositions on Enter Veli: Explore, Exhibits, Evidence, Learn into claim-to-record links; structural citation signals (11) are not verification.",06-BRIEFS/mvp-fifteen/02-enter.md; 13-PRODUCT-ARCHITECTURE/museum-framework.md; 06-BRIEFS/mvp-fifteen/01-index.md; 06-BRIEFS/mvp-fifteen/02-enter.md; 06-BRIEFS/mvp-fifteen/04-veli.md,Choose a record or question and cross into its evidence trail.,"A single real record enters an unresolved field; reveal coordinates, date, source and question sequentially; test the merged A/B/C prototypes without declaring a final theme. For this route, centre the composition on “Enter Veli: Explore, Exhibits, Evidence, Learn”.",exhibits.html; explore.html; index.html; veli.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 138 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/enter.html
excavation-bias-funding.html,KEEP AS CONTEXT,Published indus archaeology page; 1118 visible words; H1: Many gaps in this record follow the money and the politics of excavation.,BL-11; BL-18; BL-25; BL-26; BL-27; BL-28; BL-30; BL-31; BL-66; BL-67,"Many gaps in this record follow the money and the politics of excavation. | The mechanism | Keeladi | The same filters, applied to this platform",No specific factual error established here; later claim audit remains required.,Convert the load-bearing propositions on Excavation Bias: Who Funds Digs and Why Keeladi Waits into claim-to-record links; structural citation signals (4) are not verification.,06-BRIEFS/mvp-fifteen/07-keeladi.md; 06-BRIEFS/mvp-fifteen/08-before-the-indus.md; 06-BRIEFS/mvp-fifteen/09-the-water-city.md; 03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv,"Excavate context, date the layer and decide what the object can and cannot establish.","Excavation/context view with trench, layer, object, date range and alternative reading; movement maps separate material from people and language. For this route, centre the composition on “Excavation Bias: Who Funds Digs and Why Keeladi Waits”.",before-the-indus.html; brahmi.html; indus-to-vedic-gap.html; keeladi.html; material-culture-ancient-south-asia.html; meluhha-trade.html; one-script-many-kingdoms.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 46 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/excavation-bias-funding.html
exhibits.html,REDESIGN,"Published threshold page; 2091 visible words; H1: Six lines of enquiry, each followed through the sources.",BL-7; BL-8; BL-28; BL-41; BL-53; BL-59,"Six lines of enquiry, each followed through the sources. | Caste — how it was built | The Rigveda and its world | Deep history and archaeology",No specific factual error established here; later claim audit remains required.,"Convert the load-bearing propositions on Exhibits: the arguments, grouped by what they follow into claim-to-record links; structural citation signals (4) are not verification.",13-PRODUCT-ARCHITECTURE/museum-framework.md; 06-BRIEFS/mvp-fifteen/01-index.md; 06-BRIEFS/mvp-fifteen/02-enter.md; 06-BRIEFS/mvp-fifteen/04-veli.md,Choose a record or question and cross into its evidence trail.,"A single real record enters an unresolved field; reveal coordinates, date, source and question sequentially; test the merged A/B/C prototypes without declaring a final theme. For this route, centre the composition on “Exhibits: the arguments, grouped by what they follow”.",enter.html; explore.html; index.html; veli.html,RELEASE 2,retained context,"Direct structural inspection at prior root-page SHA e6b6b67…; current site delta adds only prototypes, so root body is unchanged. 143 links; scripts assets/js/mk-shell.js.",Deep claim audit completed for named risk/correction pages; otherwise coverage inspection only.,https://github.com/melakeela/site/blob/769a6f646de8f6cd5e9e76874bad5c0ab12a32cc/exhibits.html
